GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K00275,48.92257,218.85271,16,4,K00275,782.76112,875.41084,0.894164299,0.16138815,high-metabotype-depleted,high-metabotype-depleted,5.13720643,0.00114741,intermediate,0.3,5,16.6,3
K00868,313.8772,1071.6962,16,4,K00868,5022.0352,4286.7848,1.171515584,0.228376146,high-metabotype-depleted,high-metabotype-depleted,5.13720643,0.00114741,intermediate,0.3,5,16.6,3
K03148,79.8784,244.61716,16,4,K03148,1278.0544,978.46864,1.306178193,0.385351727,high-metabotype-depleted,high-metabotype-depleted,7.04202719,0.00115162,intermediate,0.33333333,3,16,3
K01681,297.2066,1006.1086,16,4,K01681,4755.3056,4024.4344,1.181608427,0.24075202,high-metabotype-depleted,high-metabotype-depleted,4.1538937,0.00115396,intermediate,0.5,12,63.5,11
K00949,235.7562,757.4234,16,4,K00949,3772.0992,3029.6936,1.245043129,0.316195719,high-metabotype-depleted,high-metabotype-depleted,4.13906057,0.00115737,intermediate,0.72435897,12,53.30769231,13
K00208,102.0064,478.7821,16,4,K00208,1632.1024,1915.1284,0.852215653,0.230709545,high-metabotype-depleted,high-metabotype-depleted,4.4394314,0.00116691,intermediate,0.52380952,13,20.73333333,15
K01070,85.9052,344.74962,16,4,K01070,1374.4832,1378.99848,0.996725682,0.004731593,high-metabotype-depleted,high-metabotype-depleted,3.75957973,0.00117345,intermediate,0.68709677,31,59.4516129,24
K06001,157.1411,628.0034,16,4,K06001,2514.2576,2512.0136,1.000893307,0.001288195,high-metabotype-depleted,high-metabotype-depleted,3.77873918,0.00118907,intermediate,0.52857143,18,33.19047619,21
K01695,278.2709,1013.099,16,4,K01695,4452.3344,4052.396,1.098691836,0.135786792,high-metabotype-depleted,high-metabotype-depleted,3.77873918,0.00118907,intermediate,0.52857143,18,33.19047619,21
K01696,222.2057,746.4051,16,4,K01696,3555.2912,2985.6204,1.190804832,0.251936981,high-metabotype-depleted,high-metabotype-depleted,3.77873918,0.00118907,intermediate,0.52857143,18,33.19047619,21
K07106,107.0828,460.977,16,4,K07106,1713.3248,1843.908,0.929181282,0.105968002,high-metabotype-depleted,high-metabotype-depleted,5.87639061,0.00119113,intermediate,0.17777778,10,11,2
K01129,304.1796,1167.2473,16,4,K01129,4866.8736,4668.9892,1.042382707,0.059885055,high-metabotype-depleted,high-metabotype-depleted,5.06860321,0.0012137,intermediate,0.57671958,20,38.39285714,8
K00765,416.292,1377.2945,16,4,K00765,6660.672,5509.178,1.209013759,0.273830662,high-metabotype-depleted,high-metabotype-depleted,4.4487021,0.00121835,intermediate,0.55454545,11,15.81818182,10
K00674,73.7825,286.50021,16,4,K00674,1180.52,1146.00084,1.030121409,0.042814382,high-metabotype-depleted,high-metabotype-depleted,5.66131026,0.00121948,intermediate,0.4,5,4.8,5
K03079,4.80192,24.44175,16,4,K03079,76.83072,97.767,0.78585535,0.347664311,high-metabotype-depleted,high-metabotype-depleted,5.17676143,0.00122248,intermediate,0.55357143,8,9.25,7
K03082,27.6559,86.81216,16,4,K03082,442.4944,347.24864,1.27428692,0.349690153,high-metabotype-depleted,high-metabotype-depleted,5.17676143,0.00122248,intermediate,0.55357143,8,9.25,7
K00767,317.7053,1011.972,16,4,K00767,5083.2848,4047.888,1.255786919,0.32859169,high-metabotype-depleted,high-metabotype-depleted,4.77935723,0.00124839,intermediate,0.57575758,7,41.16666667,10
K01807,73.2207,341.17657,16,4,K01807,1171.5312,1364.70628,0.858449336,0.220195103,high-metabotype-depleted,high-metabotype-depleted,4.12299135,0.00124911,intermediate,0.47368421,18,22.1,18
K01078,22.01192,111.14955,16,4,K01078,352.19072,444.5982,0.792155074,0.336145212,high-metabotype-depleted,high-metabotype-depleted,5.39307787,0.00126175,intermediate,0.58974359,12,14.92307692,10
K03525,447.204,1457.2496,16,4,K03525,7155.264,5828.9984,1.227528901,0.295756992,high-metabotype-depleted,high-metabotype-depleted,4.29728059,0.00126694,intermediate,0.54545455,7,20.91666667,12
K00867,4.57207,22.459031,16,4,K00867,73.15312,89.836124,0.814295149,0.296376287,high-metabotype-depleted,high-metabotype-depleted,4.29728059,0.00126694,intermediate,0.54545455,7,20.91666667,12
K01055,2.57758,13.23199,16,4,K01055,41.24128,52.92796,0.779196478,0.359940939,high-metabotype-depleted,high-metabotype-depleted,5.13040791,0.00128439,intermediate,0.5,4,7,4
K00527,467.0209,1665.0417,16,4,K00527,7472.3344,6660.1668,1.121944033,0.16600071,high-metabotype-depleted,high-metabotype-depleted,4.00679852,0.00129247,intermediate,0.5013986,57,41.39393939,66
K00631,3.47682,12.633208,16,4,K00631,55.62912,50.532832,1.100851027,0.138619249,high-metabotype-depleted,high-metabotype-depleted,4.90729295,0.00130367,intermediate,0.55494505,13,17.78571429,13
K08591,286.8017,1025.1925,16,4,K08591,4588.8272,4100.77,1.11901599,0.162230651,high-metabotype-depleted,high-metabotype-depleted,4.90729295,0.00130367,intermediate,0.55494505,13,17.78571429,13
K03621,303.4913,954.0917,16,4,K03621,4855.8608,3816.3668,1.272377907,0.347527227,high-metabotype-depleted,high-metabotype-depleted,4.90729295,0.00130367,intermediate,0.55494505,13,17.78571429,13
K02227,191.4317,715.1217,16,4,K02227,3062.9072,2860.4868,1.070764319,0.09864097,high-metabotype-depleted,high-metabotype-depleted,11.83498146,0.00132488,intermediate,0.4,5,3.2,3
K01921,383.1661,1356.5341,16,4,K01921,6130.6576,5426.1364,1.129838461,0.176116518,high-metabotype-depleted,high-metabotype-depleted,4.19653894,0.00132859,intermediate,0.3,2,20,5
K03527,340.765,1155.354,16,4,K03527,5452.24,4621.416,1.179776934,0.238514108,high-metabotype-depleted,high-metabotype-depleted,5.03399258,0.00133871,intermediate,0.59722222,8,15,9
K03186,75.2703,280.80513,16,4,K03186,1204.3248,1123.22052,1.072206907,0.100583334,high-metabotype-depleted,high-metabotype-depleted,5.70580964,0.00134448,intermediate,0.66666667,3,5.666666667,3
K03182,54.8995,199.97047,16,4,K03182,878.392,799.88188,1.098152142,0.135077945,high-metabotype-depleted,high-metabotype-depleted,5.70580964,0.00134448,intermediate,0.66666667,3,5.666666667,3
K01730,7.894334,24.452806,16,4,K01730,126.309344,97.811224,1.291358382,0.368889438,high-metabotype-depleted,high-metabotype-depleted,7.02595797,0.00134775,intermediate,0,2,2.666666667,1
K11180,2.393609,8.961807,16,4,K11180,38.297744,35.847228,1.068359986,0.095397848,high-metabotype-depleted,high-metabotype-depleted,3.83498146,0.00135842,intermediate,0.38505747,28,58.6,27
K01582,184.8538,542.0656,16,4,K01582,2957.6608,2168.2624,1.364069589,0.447917246,high-metabotype-depleted,high-metabotype-depleted,4.56489493,0.00136038,intermediate,0.32222222,5,9.1,10
K02614,87.7147,444.73122,16,4,K02614,1403.4352,1778.92488,0.788923251,0.342043137,high-metabotype-depleted,high-metabotype-depleted,4.23671199,0.00141688,intermediate,0.55555556,6,15.7,5
K00048,250.6592,826.7825,16,4,K00048,4010.5472,3307.13,1.212697172,0.278219334,high-metabotype-depleted,high-metabotype-depleted,4.15883807,0.00142582,intermediate,0.15555556,7,21.3,6
K01612,0.848302,3.349363,16,4,K01612,13.572832,13.397452,1.013090549,0.018763126,high-metabotype-depleted,high-metabotype-depleted,4.46662546,0.00142829,intermediate,0.66666667,9,14,9
K00825,3.307002,15.379636,16,4,K00825,52.912032,61.518544,0.8600989,0.217425535,high-metabotype-depleted,high-metabotype-depleted,3.87330037,0.0014338,intermediate,0.33333333,9,35.11111111,9
K00806,433.6744,1516.3985,16,4,K00806,6938.7904,6065.594,1.143958926,0.194035253,high-metabotype-depleted,high-metabotype-depleted,5.71013597,0.00143799,intermediate,0.59090909,9,10.09090909,10
K00848,193.2572,622.4919,16,4,K00848,3092.1152,2489.9676,1.241829492,0.3124671,high-metabotype-depleted,high-metabotype-depleted,4.74907293,0.0014476,intermediate,0.3,5,8.6,4
K00857,224.153,887.3245,16,4,K00857,3586.448,3549.298,1.010466859,0.015022005,high-metabotype-depleted,high-metabotype-depleted,4.407911,0.00145987,intermediate,0.5,13,39.625,13
K01735,303.7574,1046.3204,16,4,K01735,4860.1184,4185.2816,1.161240477,0.215666765,high-metabotype-depleted,high-metabotype-depleted,4.47342398,0.00146744,intermediate,0.66666667,9,16.44444444,9
K11541,1.970878,9.265731,16,4,K11541,31.534048,37.062924,0.850824614,0.233066325,high-metabotype-depleted,high-metabotype-depleted,3.90667491,0.00148468,intermediate,0.49230769,37,56.75,21
K00560,351.6605,1309.305,16,4,K00560,5626.568,5237.22,1.074342495,0.10345399,high-metabotype-depleted,high-metabotype-depleted,4.07911001,0.00151634,intermediate,0.38307692,21,53.80769231,22
K00294,27.1318,98.52626,16,4,K00294,434.1088,394.10504,1.101505325,0.139476469,high-metabotype-depleted,high-metabotype-depleted,3.74165637,0.00152415,intermediate,0.70431894,42,67.37209302,39
K01190,836.779,3113.862,16,4,K01190,13388.464,12455.448,1.074908265,0.104213542,high-metabotype-depleted,high-metabotype-depleted,4.47095179,0.00155197,intermediate,0.52923387,31,35.09375,27
K00901,164.5863,782.3876,16,4,K00901,2633.3808,3129.5504,0.841456588,0.249039253,high-metabotype-depleted,high-metabotype-depleted,4.94252163,0.00155304,intermediate,0.40909091,11,10.72727273,9
K01428,33.10681,130.2614,16,4,K01428,529.70896,521.0456,1.016626875,0.023790275,high-metabotype-depleted,high-metabotype-depleted,3.59270705,0.00155489,intermediate,0.54375951,70,77.47945205,63
K01429,22.83493,103.22169,16,4,K01429,365.35888,412.88676,0.884888825,0.176431884,high-metabotype-depleted,high-metabotype-depleted,3.59270705,0.00155489,intermediate,0.54375951,70,77.47945205,63
K03688,99.5785,296.03909,16,4,K03688,1593.256,1184.15636,1.345477721,0.428118502,high-metabotype-depleted,high-metabotype-depleted,6.69592089,0.00156672,intermediate,0.33333333,3,3.666666667,3
K00281,51.3172,224.04258,16,4,K00281,821.0752,896.17032,0.916204411,0.126258587,high-metabotype-depleted,high-metabotype-depleted,3.41285538,0.00158514,intermediate,0.3685567,23,67.11340206,96
K00282,43.09774,131.86399,16,4,K00282,689.56384,527.45596,1.307339176,0.386633482,high-metabotype-depleted,high-metabotype-depleted,3.41285538,0.00158514,intermediate,0.3685567,23,67.11340206,96
K00283,44.02507,130.8783,16,4,K00283,704.40112,523.5132,1.345526951,0.428171289,high-metabotype-depleted,high-metabotype-depleted,3.41285538,0.00158514,intermediate,0.3685567,23,67.11340206,96
K00748,89.8138,404.53,16,4,K00748,1437.0208,1618.12,0.888080488,0.171237658,high-metabotype-depleted,high-metabotype-depleted,7.092089,0.00161117,intermediate,0.33333333,3,2.333333333,3
K00794,333.6789,1170.3821,16,4,K00794,5338.8624,4681.5284,1.140410128,0.189552757,high-metabotype-depleted,high-metabotype-depleted,5.32076638,0.00163598,intermediate,0.33333333,4,14.75,4
K01195,85.7071,361.9201,16,4,K01195,1371.3136,1447.6804,0.947248854,0.078184605,high-metabotype-depleted,high-metabotype-depleted,6.38442522,0.00165541,intermediate,0,2,3.5,2
K01791,340.1428,1413.7162,16,4,K01791,5442.2848,5654.8648,0.962407589,0.055280076,high-metabotype-depleted,high-metabotype-depleted,5.79110012,0.0016575,intermediate,0.37142857,10,9.266666667,14
K01092,159.5552,584.7515,16,4,K01092,2552.8832,2339.006,1.091439355,0.12623197,high-metabotype-depleted,high-metabotype-depleted,5.03461063,0.00165789,intermediate,0.28571429,7,27.42857143,5
K00278,239.0666,807.6638,16,4,K00278,3825.0656,3230.6552,1.183990665,0.243657707,high-metabotype-depleted,high-metabotype-depleted,3.59147095,0.00165849,intermediate,0.49346939,42,61.46,49
K03381,2.38656,8.32575,16,4,K03381,38.18496,33.303,1.146592199,0.197352368,high-metabotype-depleted,high-metabotype-depleted,4.3566131,0.0016606,intermediate,0.41666667,9,19.88888889,9
K00788,504.383,1853.115,16,4,K00788,8070.128,7412.46,1.088724661,0.122639142,high-metabotype-depleted,high-metabotype-depleted,5.1118665,0.00168415,intermediate,0.55555556,9,11.66666667,9
K00041,108.5494,428.6942,16,4,K00041,1736.7904,1714.7768,1.012837589,0.018402853,high-metabotype-depleted,high-metabotype-depleted,5.96353523,0.00169203,intermediate,0,2,4.5,2
K03147,243.5611,817.985,16,4,K03147,3896.9776,3271.94,1.191029664,0.252209346,high-metabotype-depleted,high-metabotype-depleted,4.77317676,0.0016946,intermediate,0.40277778,9,10.66666667,8
K01961,218.7214,813.6956,16,4,K01961,3499.5424,3254.7824,1.075200112,0.104605193,high-metabotype-depleted,high-metabotype-depleted,3.56118665,0.00170183,intermediate,0.77831431,65,89.22058824,64
K02160,174.049,572.00694,16,4,K02160,2784.784,2288.02776,1.217111107,0.283460874,high-metabotype-depleted,high-metabotype-depleted,3.56118665,0.00170183,intermediate,0.77831431,65,89.22058824,64
K01962,194.432,592.9419,16,4,K01962,3110.912,2371.7676,1.311642844,0.391374932,high-metabotype-depleted,high-metabotype-depleted,3.56118665,0.00170183,intermediate,0.77831431,65,89.22058824,64
K01963,242.5784,700.5154,16,4,K01963,3881.2544,2802.0616,1.385142425,0.470034327,high-metabotype-depleted,high-metabotype-depleted,3.56118665,0.00170183,intermediate,0.77831431,65,89.22058824,64
K00688,501.586,1545.6807,16,4,K00688,8025.376,6182.7228,1.29803264,0.376326662,high-metabotype-depleted,high-metabotype-depleted,4.87515451,0.00170357,intermediate,0.41666667,20,22.14285714,19
K00009,47.9113,173.33424,16,4,K00009,766.5808,693.33696,1.105639601,0.144881196,high-metabotype-depleted,high-metabotype-depleted,4.11866502,0.00170553,intermediate,0.70333333,24,35.16,21
K00131,2.256808,8.194997,16,4,K00131,36.108928,32.779988,1.101554034,0.139540264,high-metabotype-depleted,high-metabotype-depleted,3.71384425,0.00170824,intermediate,0.59605911,27,38.03448276,29
K02079,1.82945,8.424436,16,4,K02079,29.2712,33.697744,0.868639752,0.203170117,high-metabotype-depleted,high-metabotype-depleted,6.09814815,0.00170869,intermediate,0.05,4,2.8,1
K01818,102.7032,337.02289,16,4,K01818,1643.2512,1348.09156,1.218946286,0.285634553,high-metabotype-depleted,high-metabotype-depleted,6.24261084,0.00170975,intermediate,0.5,3,2.75,4
K00939,483.7602,1739.2025,16,4,K00939,7740.1632,6956.81,1.112602357,0.153938066,high-metabotype-depleted,high-metabotype-depleted,4.01545117,0.00171222,intermediate,0.37105263,18,43.85,15
K00697,19.21933,96.88502,16,4,K00697,307.50928,387.54008,0.793490263,0.333715575,high-metabotype-depleted,high-metabotype-depleted,4.96415328,0.001728,intermediate,0.27619048,11,16.2,11
K08094,57.3118,214.14273,16,4,K08094,916.9888,856.57092,1.070534592,0.098331413,high-metabotype-depleted,high-metabotype-depleted,4.00370828,0.0017331,intermediate,0.745,23,37.52,24
K01439,190.6642,579.0329,16,4,K01439,3050.6272,2316.1316,1.317121704,0.397388659,high-metabotype-depleted,high-metabotype-depleted,5.62978986,0.00178418,intermediate,0.4,5,5.2,5
K01918,217.348,783.1851,16,4,K01918,3477.568,3132.7404,1.110072191,0.150653502,high-metabotype-depleted,high-metabotype-depleted,4.03708282,0.00180611,intermediate,0.45588235,17,35.94117647,13
K08682,8.8768,41.17648,16,4,K08682,142.0288,164.70592,0.862317517,0.213708908,high-metabotype-depleted,high-metabotype-depleted,4.63535229,0.00180857,intermediate,0.34545455,5,18,8
K00847,476.16,1730.2882,16,4,K00847,7618.56,6921.1528,1.100764601,0.138505981,high-metabotype-depleted,high-metabotype-depleted,4.07045735,0.00182242,intermediate,0.43669986,37,34.34210526,32
K09251,21.58219,76.01631,16,4,K09251,345.31504,304.06524,1.135661018,0.183532271,high-metabotype-depleted,high-metabotype-depleted,4.1118665,0.00183149,intermediate,0.4,6,36.4,4
K00880,13.50912,64.53493,16,4,K00880,216.14592,258.13972,0.837321432,0.256146542,high-metabotype-depleted,high-metabotype-depleted,5.34796044,0.00183822,intermediate,0.23333333,9,5,8
K02858,251.0768,890.6539,16,4,K02858,4017.2288,3562.6156,1.127606582,0.173263804,high-metabotype-depleted,high-metabotype-depleted,4.41223733,0.00185841,intermediate,0.72527473,12,21.85714286,14
K01839,229.9416,702.8093,16,4,K01839,3679.0656,2811.2372,1.308699814,0.388134213,high-metabotype-depleted,high-metabotype-depleted,4.36773795,0.0018825,intermediate,0.51111111,10,21.9,7
K03338,18.30784,76.36473,16,4,K03338,292.92544,305.45892,0.958968361,0.060444877,high-metabotype-depleted,high-metabotype-depleted,4.83930779,0.00190336,intermediate,0,2,14,2
K01815,153.5338,635.2008,16,4,K01815,2456.5408,2540.8032,0.966836314,0.048656434,high-metabotype-depleted,high-metabotype-depleted,6.0302843,0.00191432,intermediate,0,2,4,1
K08302,65.0736,221.3633,16,4,K08302,1041.1776,885.4532,1.175869713,0.233728217,high-metabotype-depleted,high-metabotype-depleted,3.75092707,0.00194433,intermediate,0.52402402,32,35.02702703,37
K00394,66.365,218.41799,16,4,K00394,1061.84,873.67196,1.215376078,0.281402801,high-metabotype-depleted,high-metabotype-depleted,4.12855377,0.00195735,intermediate,0.48039216,18,18.94444444,15
K00754,1665.324,6358.917,16,4,K00754,26645.184,25435.668,1.047551965,0.067021813,high-metabotype-depleted,high-metabotype-depleted,5.84981459,0.00200128,intermediate,0.6,4,6.8,1
K01218,40.31863,199.1843,16,4,K01218,645.09808,796.7372,0.809674859,0.304585414,high-metabotype-depleted,high-metabotype-depleted,4.85228677,0.00200199,intermediate,0.77777778,1,32.77777778,8
K01485,66.7376,251.36386,16,4,K01485,1067.8016,1005.45544,1.06200788,0.08679447,high-metabotype-depleted,high-metabotype-depleted,5.20642769,0.00200542,intermediate,0.46190476,15,18.93333333,13
K00390,36.25548,105.28896,16,4,K00390,580.08768,421.15584,1.377370619,0.461916808,high-metabotype-depleted,high-metabotype-depleted,3.94066749,0.00202102,intermediate,0.50833333,15,23.75,13
K01512,133.9451,464.53762,16,4,K01512,2143.1216,1858.15048,1.153362778,0.205846369,high-metabotype-depleted,high-metabotype-depleted,3.72867738,0.00202319,intermediate,0.42619048,10,51.42857143,16
K01270,279.5815,1109.3261,16,4,K01270,4473.304,4437.3044,1.008112944,0.01165728,high-metabotype-depleted,high-metabotype-depleted,3.48578492,0.00203213,intermediate,0.41591252,38,61.48076923,50
K01256,38.71253,139.62522,16,4,K01256,619.40048,558.50088,1.109041189,0.149312947,high-metabotype-depleted,high-metabotype-depleted,3.48578492,0.00203213,intermediate,0.41591252,38,61.48076923,50
K01255,40.80715,138.91152,16,4,K01255,652.9144,555.64608,1.175054452,0.232727613,high-metabotype-depleted,high-metabotype-depleted,3.48578492,0.00203213,intermediate,0.41591252,38,61.48076923,50
K12506,27.55628,86.71666,16,4,K12506,440.90048,346.86664,1.271095081,0.346071952,high-metabotype-depleted,high-metabotype-depleted,5.08838072,0.00207224,intermediate,0.4,5,3.6,5
K00677,174.932,767.4722,16,4,K00677,2798.912,3069.8888,0.911730744,0.13332027,high-metabotype-depleted,high-metabotype-depleted,5.86155748,0.00208591,intermediate,0.58333333,7,9.555555556,9
K01714,536.101,1947.6224,16,4,K01714,8577.616,7790.4896,1.101036833,0.138862733,high-metabotype-depleted,high-metabotype-depleted,4.82571075,0.00220089,intermediate,0.66666667,6,16.16666667,6
K00164,10.9166,30.969708,16,4,K00164,174.6656,123.878832,1.409971318,0.495665815,high-metabotype-depleted,high-metabotype-depleted,3.85599506,0.00220097,intermediate,0.38046757,39,73.15384615,32
K00758,20.75348,72.130507,16,4,K00758,332.05568,288.522028,1.15088502,0.202743707,high-metabotype-depleted,high-metabotype-depleted,4.65512979,0.00220741,intermediate,0.46732026,11,30.16666667,12
K03150,350.4584,1183.5423,16,4,K03150,5607.3344,4734.1692,1.184438951,0.24420384,high-metabotype-depleted,high-metabotype-depleted,6.04449938,0.00222557,intermediate,0.43290043,22,55.36363636,6
K01621,34.20441,100.48112,16,4,K01621,547.27056,401.92448,1.361625348,0.4453298,high-metabotype-depleted,high-metabotype-depleted,3.79357231,0.00224343,intermediate,0.64387464,25,38.07407407,27
K00579,2.62762,7.87342,16,4,K00579,42.04192,31.49368,1.334931961,0.416766212,high-metabotype-depleted,high-metabotype-depleted,4.06489493,0.00225199,intermediate,0.6114082,33,45.35294118,34
K00284,111.6884,380.8914,16,4,K00284,1787.0144,1523.5656,1.172915955,0.230099641,high-metabotype-depleted,high-metabotype-depleted,3.58096415,0.00226932,intermediate,0.54967532,53,67.39285714,42
K00840,1.77003,6.180894,16,4,K00840,28.32048,24.723576,1.145484779,0.195958289,high-metabotype-depleted,high-metabotype-depleted,5.73918418,0.00226982,intermediate,0,1,2.5,1
K00673,3.13126,9.35679,16,4,K00673,50.10016,37.42716,1.338604372,0.420729631,high-metabotype-depleted,high-metabotype-depleted,7.72867738,0.00226988,intermediate,0.8,9,18.1,1
K06447,1.467151,7.325272,16,4,K06447,23.474416,29.301088,0.801144859,0.319864969,high-metabotype-depleted,high-metabotype-depleted,4.74289246,0.00227052,intermediate,0,1,19,1
K03896,1.13286,4.54221,16,4,K03896,18.12576,18.16884,0.997628908,0.003424825,high-metabotype-depleted,high-metabotype-depleted,6.09765142,0.00227122,intermediate,0,2,5.5,2
K06920,184.96,746.6282,16,4,K06920,2959.36,2986.5128,0.990908192,0.013176697,high-metabotype-depleted,high-metabotype-depleted,6.9394314,0.00227122,intermediate,0.33333333,3,2,3
K00721,447.2789,1698.8316,16,4,K00721,7156.4624,6795.3264,1.053144761,0.074703758,high-metabotype-depleted,high-metabotype-depleted,6.82323857,0.00227122,intermediate,0.33333333,5,4.428571429,7
K01710,620.46,2319.7283,16,4,K01710,9927.36,9278.9132,1.069883917,0.097454272,high-metabotype-depleted,high-metabotype-depleted,5.87886279,0.00227122,intermediate,0,2,7,2
K02291,8.30341,36.46997,16,4,K02291,132.85456,145.87988,0.910712019,0.134933171,high-metabotype-depleted,high-metabotype-depleted,5.9907293,0.00227122,intermediate,0.33333333,3,11.33333333,3
K07536,2.75372,12.39174,16,4,K07536,44.05952,49.56696,0.888888889,0.169925001,high-metabotype-depleted,high-metabotype-depleted,6.40296663,0.00227122,intermediate,0.33333333,3,3.333333333,3
K00979,139.8394,654.3401,16,4,K00979,2237.4304,2617.3604,0.854842306,0.226269786,high-metabotype-depleted,high-metabotype-depleted,6.25772559,0.00227122,intermediate,0,2,3,2
K02549,38.63862,193.25044,16,4,K02549,618.21792,773.00176,0.799762629,0.322356225,high-metabotype-depleted,high-metabotype-depleted,7.15574784,0.00227122,intermediate,0,2,2,2
K05526,2.2235,11.12096,16,4,K05526,35.576,44.48384,0.799751101,0.322377022,high-metabotype-depleted,high-metabotype-depleted,3.74660074,0.00227122,intermediate,0.91746032,1,73.19444444,35
K01709,121.2381,343.9076,16,4,K01709,1939.8096,1375.6304,1.410124115,0.49582215,high-metabotype-depleted,high-metabotype-depleted,5.87886279,0.00227122,intermediate,0.33333333,3,5.333333333,3
K00436,1.766368,7.656399,16,4,K00436,28.261888,30.625596,0.9228192,0.115880074,high-metabotype-depleted,high-metabotype-depleted,4.66378245,0.00227404,intermediate,0.69230769,4,48.76923077,13
K00879,22.47858,87.01123,16,4,K00879,359.65728,348.04492,1.033364544,0.047349289,high-metabotype-depleted,high-metabotype-depleted,5.25555556,0.00227826,intermediate,0,1,4,1
K14153,9.7011,34.171301,16,4,K14153,155.2176,136.685204,1.135584507,0.183435071,high-metabotype-depleted,high-metabotype-depleted,5.0500618,0.00227991,intermediate,0.45454545,11,10.90909091,10
K06162,14.453972,51.943964,16,4,K06162,231.263552,207.775856,1.113043433,0.15450989,high-metabotype-depleted,high-metabotype-depleted,7.47348952,0.00228107,intermediate,0,4,1.2,1
K00260,8.633961,29.423145,16,4,K00260,138.143376,117.69258,1.173764531,0.231143019,high-metabotype-depleted,high-metabotype-depleted,3.5197775,0.00229578,intermediate,0.40825841,74,70.16666667,63
K00262,430.7438,1464.7104,16,4,K00262,6891.9008,5858.8416,1.176324822,0.23428649,high-metabotype-depleted,high-metabotype-depleted,3.5197775,0.00229578,intermediate,0.40825841,74,70.16666667,63
K11540,2.883384,15.049565,16,4,K11540,46.134144,60.19826,0.766370058,0.383886899,high-metabotype-depleted,high-metabotype-depleted,3.90605686,0.00229731,intermediate,0.4695122,38,55.43902439,22
K03517,293.9562,1008.9023,16,4,K03517,4703.2992,4035.6092,1.165449618,0.220886638,high-metabotype-depleted,high-metabotype-depleted,4.48825711,0.00230761,intermediate,0.72105263,20,33.35,3
K01007,27.90062,103.95147,16,4,K01007,446.40992,415.80588,1.073601749,0.102458927,high-metabotype-depleted,high-metabotype-depleted,3.29048208,0.00232532,intermediate,0.728125,64,84.32307692,62
K01006,262.2163,907.4698,16,4,K01006,4195.4608,3629.8792,1.155812788,0.208907738,high-metabotype-depleted,high-metabotype-depleted,3.29048208,0.00232532,intermediate,0.728125,64,84.32307692,62
K01808,620.505,2305.9161,16,4,K01808,9928.08,9223.6644,1.076370472,0.106174719,high-metabotype-depleted,high-metabotype-depleted,4.1223733,0.00238543,intermediate,0.42857143,19,21.04761905,19
K01925,325.2789,1167.3314,16,4,K01925,5204.4624,4669.3256,1.114606872,0.156534953,high-metabotype-depleted,high-metabotype-depleted,7.27317676,0.0023887,intermediate,0.23333333,5,36.16666667,3
K01668,5.446023,22.562435,16,4,K01668,87.136368,90.24974,0.965502704,0.050647795,high-metabotype-depleted,high-metabotype-depleted,3.96106304,0.00239651,intermediate,0.63235294,14,66.35294118,17
K01243,373.7648,1221.8718,16,4,K01243,5980.2368,4887.4872,1.223581066,0.291109688,high-metabotype-depleted,high-metabotype-depleted,4.93263288,0.00242435,intermediate,0.23333333,5,8,6
K01920,4.46835,20.34761,16,4,K01920,71.4936,81.39044,0.878402918,0.187045248,high-metabotype-depleted,high-metabotype-depleted,3.67614339,0.00244254,intermediate,0.45519203,27,46.42105263,36
K00001,307.686,1132.8347,16,4,K00001,4922.976,4531.3388,1.086428585,0.119593344,high-metabotype-depleted,high-metabotype-depleted,3.59456119,0.00244978,intermediate,0.52955665,28,37.86206897,29
K13953,9.98411,44.31867,16,4,K13953,159.74576,177.27468,0.901120002,0.150208853,high-metabotype-depleted,high-metabotype-depleted,3.59456119,0.00244978,intermediate,0.52955665,28,37.86206897,29
K11754,300.206,1032.8955,16,4,K11754,4803.296,4131.582,1.162580338,0.217330415,high-metabotype-depleted,high-metabotype-depleted,3.84919654,0.00247073,intermediate,0.76923077,26,45.88461538,24
K01476,39.17136,204.13849,16,4,K01476,626.74176,816.55396,0.767544817,0.381677102,high-metabotype-depleted,high-metabotype-depleted,4.2657602,0.00247768,intermediate,0.2826087,20,28.95652174,23
K00156,43.54859,149.54833,16,4,K00156,696.77744,598.19332,1.164803111,0.220086114,high-metabotype-depleted,high-metabotype-depleted,3.83498146,0.00248673,intermediate,0.70691995,56,87.7761194,11
K00177,156.5045,607.1131,16,4,K00177,2504.072,2428.4524,1.031139009,0.044238836,high-metabotype-depleted,high-metabotype-depleted,3.48825711,0.00248919,intermediate,0.44159664,81,82.45882353,79
K00176,286.8765,1093.6726,16,4,K00176,4590.024,4374.6904,1.049222592,0.069320777,high-metabotype-depleted,high-metabotype-depleted,3.48825711,0.00248919,intermediate,0.44159664,81,82.45882353,79
K00175,261.6283,951.8839,16,4,K00175,4186.0528,3807.5356,1.099412649,0.136732983,high-metabotype-depleted,high-metabotype-depleted,3.48825711,0.00248919,intermediate,0.44159664,81,82.45882353,79
K00174,217.2704,774.417,16,4,K00174,3476.3264,3097.668,1.122239827,0.166381018,high-metabotype-depleted,high-metabotype-depleted,3.48825711,0.00248919,intermediate,0.44159664,81,82.45882353,79
