GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K00845,602.305,2318.0565,16,4,K00845,9636.88,9272.226,1.039327557,0.05565041,high-metabotype-depleted,high-metabotype-depleted,4.15636588,0.00252348,intermediate,0.35294118,50,32.66666667,42
K00853,173.0223,630.8664,16,4,K00853,2768.3568,2523.4656,1.097045587,0.133623477,high-metabotype-depleted,high-metabotype-depleted,4.40234858,0.00254621,intermediate,0.4619883,17,18.05263158,19
K03272,29.6066,129.19631,16,4,K03272,473.7056,516.78524,0.916639183,0.125574138,high-metabotype-depleted,high-metabotype-depleted,5.52781211,0.00255583,intermediate,0,3,3,3
K00796,260.8709,945.0025,16,4,K00796,4173.9344,3780.01,1.104212529,0.143017875,high-metabotype-depleted,high-metabotype-depleted,4.48331273,0.0025569,intermediate,0.34722222,9,14,7
K13941,0.774856,2.324568,16,4,K13941,12.397696,9.298272,1.333333333,0.415037499,high-metabotype-depleted,high-metabotype-depleted,4.48331273,0.0025569,intermediate,0.34722222,9,14,7
K00766,217.0763,866.7897,16,4,K00766,3473.2208,3467.1588,1.001748406,0.002520214,high-metabotype-depleted,high-metabotype-depleted,4.05809642,0.00256841,intermediate,0.38602941,17,23.23529412,15
K00759,387.3145,1369.6744,16,4,K00759,6197.032,5478.6976,1.131114081,0.177744443,high-metabotype-depleted,high-metabotype-depleted,4.27132262,0.002577,intermediate,0.38057041,32,34.11764706,26
K00912,90.2313,363.9923,16,4,K00912,1443.7008,1455.9692,0.991573723,0.012208055,high-metabotype-depleted,high-metabotype-depleted,6.21384425,0.00259583,intermediate,0,2,3.5,2
K00265,78.3918,293.9439,16,4,K00265,1254.2688,1175.7756,1.066758657,0.093233818,high-metabotype-depleted,high-metabotype-depleted,3.43695921,0.00260349,intermediate,0.50988701,53,68,54
K00266,631.447,2176.3374,16,4,K00266,10103.152,8705.3496,1.16056821,0.214831316,high-metabotype-depleted,high-metabotype-depleted,3.43695921,0.00260349,intermediate,0.50988701,53,68,54
K00264,9.26199,30.477962,16,4,K00264,148.19184,121.911848,1.215565529,0.281627669,high-metabotype-depleted,high-metabotype-depleted,3.43695921,0.00260349,intermediate,0.50988701,53,68,54
K01572,370.6717,1381.4664,16,4,K01572,5930.7472,5525.8656,1.073270258,0.102013404,high-metabotype-depleted,high-metabotype-depleted,3.24598269,0.00260486,intermediate,0.48970487,93,81.61702128,88
K01571,233.0623,742.0526,16,4,K01571,3728.9968,2968.2104,1.25631148,0.329194199,high-metabotype-depleted,high-metabotype-depleted,3.24598269,0.00260486,intermediate,0.48970487,93,81.61702128,88
K01573,54.7154,281.92303,16,4,K01573,875.4464,1127.69212,0.776316855,0.365282484,high-metabotype-depleted,high-metabotype-depleted,3.24598269,0.00260486,intermediate,0.48970487,93,81.61702128,88
K00864,322.8062,1073.772,16,4,K00864,5164.8992,4295.088,1.20251301,0.266052503,high-metabotype-depleted,high-metabotype-depleted,4.18974042,0.00260844,intermediate,0.36578947,16,25.6,19
K01633,159.7731,768.7202,16,4,K01633,2556.3696,3074.8808,0.831371935,0.266434048,high-metabotype-depleted,high-metabotype-depleted,4.07725587,0.00262567,intermediate,0.375,6,18.22222222,9
K13940,75.6953,242.85186,16,4,K13940,1211.1248,971.40744,1.246773239,0.318199094,high-metabotype-depleted,high-metabotype-depleted,4.07725587,0.00262567,intermediate,0.375,6,18.22222222,9
K01213,99.3062,431.6622,16,4,K01213,1588.8992,1726.6488,0.920221414,0.119947066,high-metabotype-depleted,high-metabotype-depleted,7.65327565,0.00262777,intermediate,0.16666667,2,3.25,4
K00010,118.8682,429.72621,16,4,K00010,1901.8912,1718.90484,1.106455201,0.145945039,high-metabotype-depleted,high-metabotype-depleted,5.04573548,0.00263066,intermediate,0.46666667,6,28.5,6
K01647,399.865,1367.6431,16,4,K01647,6397.84,5470.5724,1.16950102,0.22589312,high-metabotype-depleted,high-metabotype-depleted,3.42027194,0.00264205,intermediate,0.56664964,85,88.60674157,86
K01646,83.0667,270.62136,16,4,K01646,1329.0672,1082.48544,1.227792219,0.296066432,high-metabotype-depleted,high-metabotype-depleted,3.42027194,0.00264205,intermediate,0.56664964,85,88.60674157,86
K01643,55.7253,173.20469,16,4,K01643,891.6048,692.81876,1.286923582,0.363926388,high-metabotype-depleted,high-metabotype-depleted,3.42027194,0.00264205,intermediate,0.56664964,85,88.60674157,86
K01644,80.635,247.76899,16,4,K01644,1290.16,991.07596,1.301777111,0.380482453,high-metabotype-depleted,high-metabotype-depleted,3.42027194,0.00264205,intermediate,0.56664964,85,88.60674157,86
K02361,38.42322,172.20914,16,4,K02361,614.77152,688.83656,0.892478065,0.164111384,high-metabotype-depleted,high-metabotype-depleted,4.19901112,0.00264505,intermediate,0.64229249,19,24.56521739,23
K00366,22.12978,85.81599,16,4,K00366,354.07648,343.26396,1.031499141,0.04474262,high-metabotype-depleted,high-metabotype-depleted,4.02224969,0.00267454,intermediate,0.51341463,41,57.75609756,31
K00363,6.62932,22.39134,16,4,K00363,106.06912,89.56536,1.184264988,0.243991931,high-metabotype-depleted,high-metabotype-depleted,4.02224969,0.00267454,intermediate,0.51341463,41,57.75609756,31
K03385,38.32393,184.50967,16,4,K03385,613.18288,738.03868,0.830827566,0.267379011,high-metabotype-depleted,high-metabotype-depleted,4.02224969,0.00267454,intermediate,0.51341463,41,57.75609756,31
K11258,8.13703,30.65779,16,4,K11258,130.19248,122.63116,1.061659043,0.086320512,high-metabotype-depleted,high-metabotype-depleted,3.32447466,0.00267856,intermediate,0.68498417,65,81.25373134,64
K01653,548.467,1790.4606,16,4,K01653,8775.472,7161.8424,1.225309286,0.293145953,high-metabotype-depleted,high-metabotype-depleted,3.32447466,0.00267856,intermediate,0.68498417,65,81.25373134,64
K01652,504.503,1581.6428,16,4,K01652,8072.048,6326.5712,1.275896176,0.351510937,high-metabotype-depleted,high-metabotype-depleted,3.32447466,0.00267856,intermediate,0.68498417,65,81.25373134,64
K00033,77.8629,356.92344,16,4,K00033,1245.8064,1427.69376,0.872600578,0.196606666,high-metabotype-depleted,high-metabotype-depleted,4.16501854,0.00268686,intermediate,0.33399209,21,17.95652174,18
K01686,200.1445,778.2904,16,4,K01686,3202.312,3113.1616,1.028636612,0.040733409,high-metabotype-depleted,high-metabotype-depleted,5.02595797,0.0027539,intermediate,0.6,5,5.4,5
K01685,217.5862,729.8903,16,4,K01685,3481.3792,2919.5612,1.192432342,0.253907411,high-metabotype-depleted,high-metabotype-depleted,5.02595797,0.0027539,intermediate,0.6,5,5.4,5
K01586,404.8685,1432.9226,16,4,K01586,6477.896,5731.6904,1.130189446,0.176564623,high-metabotype-depleted,high-metabotype-depleted,5.08590853,0.00275435,intermediate,0.29090909,6,6.818181818,11
K00690,57.2463,180.98299,16,4,K00690,915.9408,723.93196,1.265230506,0.339400246,high-metabotype-depleted,high-metabotype-depleted,4.7039555,0.00275591,intermediate,0.32352941,32,29.77142857,29
K01755,356.2082,1261.0856,16,4,K01755,5699.3312,5044.3424,1.129846221,0.176126427,high-metabotype-depleted,high-metabotype-depleted,4.08281829,0.00275836,intermediate,0.44858871,29,27.96875,31
K01758,15.99668,55.20256,16,4,K01758,255.94688,220.81024,1.159125954,0.213037342,high-metabotype-depleted,high-metabotype-depleted,3.24227441,0.00275934,intermediate,0.50784314,78,81.56470588,80
K00680,918.397,3403.8511,16,4,K00680,14694.352,13615.4044,1.079244624,0.110021906,high-metabotype-depleted,high-metabotype-depleted,3.52657602,0.00276516,intermediate,0.59834469,18,80.21518987,78
K01137,47.9999,247.91134,16,4,K01137,767.9984,991.64536,0.774468808,0.36872096,high-metabotype-depleted,high-metabotype-depleted,5.40543881,0.0027653,intermediate,0.33333333,3,17,3
K13015,7.275462,38.782578,16,4,K13015,116.407392,155.130312,0.750384567,0.414297938,high-metabotype-depleted,high-metabotype-depleted,2.2,0.00284255,intermediate,0.58333333,7,8.666666667,2
K01628,149.9589,501.8711,16,4,K01628,2399.3424,2007.4844,1.195198528,0.257250277,high-metabotype-depleted,high-metabotype-depleted,4.25818406,0.00284606,intermediate,0.41666667,1,23.25,3
K00797,166.5829,525.8085,16,4,K00797,2665.3264,2103.234,1.26725148,0.341702849,high-metabotype-depleted,high-metabotype-depleted,4.79789864,0.00285764,intermediate,0.1978022,12,11.57142857,12
K01579,345.594,1328.0201,16,4,K01579,5529.504,5312.0804,1.040930028,0.057873093,high-metabotype-depleted,high-metabotype-depleted,3.72126082,0.00286242,intermediate,0.44096728,30,55.68421053,34
K00761,480.8489,1562.9119,16,4,K00761,7693.5824,6251.6476,1.230648765,0.299419067,high-metabotype-depleted,high-metabotype-depleted,4.48393078,0.00289069,intermediate,0.46769231,21,33.23076923,21
K02825,85.60109,271.08898,16,4,K02825,1369.61744,1084.35592,1.263070007,0.336934605,high-metabotype-depleted,high-metabotype-depleted,4.48393078,0.00289069,intermediate,0.46769231,21,33.23076923,21
K01938,332.0835,1145.8829,16,4,K01938,5313.336,4583.5316,1.159223163,0.213158328,high-metabotype-depleted,high-metabotype-depleted,3.58405439,0.00289696,intermediate,0.45490196,51,54.94117647,47
K01054,1.858048,6.812836,16,4,K01054,29.728768,27.251344,1.090910158,0.125532294,high-metabotype-depleted,high-metabotype-depleted,3.89184178,0.00291339,central,0.37916667,8,37.0625,16
K00702,113.8837,377.40523,16,4,K00702,1822.1392,1509.62092,1.207017719,0.271446855,high-metabotype-depleted,high-metabotype-depleted,4.70271941,0.00294627,central,0.3512605,33,31.71428571,26
K03149,229.0835,775.6194,16,4,K03149,3665.336,3102.4776,1.181422228,0.240524662,high-metabotype-depleted,high-metabotype-depleted,6.04449938,0.0029474,central,0.39525692,23,53.91304348,6
K01948,3.288566,14.171922,16,4,K01948,52.617056,56.687688,0.928191956,0.1075049,high-metabotype-depleted,high-metabotype-depleted,3.59579728,0.0029544,central,0.46693038,76,73.1375,70
K00926,254.841,741.44423,16,4,K00926,4077.456,2965.77692,1.374835704,0.459259224,high-metabotype-depleted,high-metabotype-depleted,3.59579728,0.0029544,central,0.46693038,76,73.1375,70
K00966,100.1265,428.7707,16,4,K00966,1602.024,1715.0828,0.934079684,0.098382467,high-metabotype-depleted,high-metabotype-depleted,5.91347342,0.00296627,central,0.46666667,4,6,6
K00971,196.5082,857.4679,16,4,K00971,3144.1312,3429.8716,0.916690642,0.125493149,high-metabotype-depleted,high-metabotype-depleted,5.91347342,0.00296627,central,0.46666667,4,6,6
K00384,552.425,1874.7373,16,4,K00384,8838.8,7498.9492,1.178671806,0.237162065,high-metabotype-depleted,high-metabotype-depleted,4.60630408,0.00297349,central,0.04444444,8,14.3,5
K03474,85.5462,381.2742,16,4,K03474,1368.7392,1525.0968,0.897476934,0.156053234,high-metabotype-depleted,high-metabotype-depleted,4.13967862,0.00298405,central,0.33333333,4,23.66666667,6
K01777,21.57136,83.22874,16,4,K01777,345.14176,332.91496,1.036726496,0.05203534,high-metabotype-depleted,high-metabotype-depleted,4.27873918,0.00298415,central,0.23484848,6,13.91666667,11
K00036,61.5003,275.40086,16,4,K00036,984.0048,1101.60344,0.893247755,0.162867712,high-metabotype-depleted,high-metabotype-depleted,4.23609394,0.00303936,central,0.34210526,19,28.42105263,12
K00065,52.42487,218.78383,16,4,K00065,838.79792,875.13532,0.958477964,0.061182831,high-metabotype-depleted,high-metabotype-depleted,5.03090235,0.00304677,central,0.6,5,5.4,5
K05939,5.922141,31.335352,16,4,K05939,94.754256,125.341408,0.755969296,0.403600454,high-metabotype-depleted,high-metabotype-depleted,4.25154512,0.00305725,central,0.25824176,7,26.35714286,10
K01555,5.761954,20.768152,16,4,K01555,92.191264,83.072608,1.109767301,0.150257201,high-metabotype-depleted,high-metabotype-depleted,3.97589617,0.00306403,central,0.49425287,29,30.93333333,29
K03465,122.5303,398.61471,16,4,K03465,1960.4848,1594.45884,1.229561247,0.298143601,high-metabotype-depleted,high-metabotype-depleted,3.79110012,0.00309597,central,0.45487805,36,52.97560976,32
K01929,318.3393,1090.4569,16,4,K01929,5093.4288,4361.8276,1.167728133,0.223704429,high-metabotype-depleted,high-metabotype-depleted,5.4276885,0.0031022,central,0.08333333,4,8.25,2
K01895,87.8716,358.84136,16,4,K01895,1405.9456,1435.36544,0.979503589,0.029877316,high-metabotype-depleted,high-metabotype-depleted,3.41718171,0.00312564,central,0.57258301,79,80.73493976,76
K00274,2.33976,11.860155,16,4,K00274,37.43616,47.44062,0.789116162,0.341690406,high-metabotype-depleted,high-metabotype-depleted,3.48763906,0.00320178,central,0.32380952,15,40.76190476,21
K03783,257.3591,983.1573,16,4,K03783,4117.7456,3932.6292,1.047071918,0.066360537,high-metabotype-depleted,high-metabotype-depleted,4.74536465,0.00321895,central,0.32082452,37,25.02272727,40
K03784,178.5865,647.7941,16,4,K03784,2857.384,2591.1764,1.102736193,0.141087698,high-metabotype-depleted,high-metabotype-depleted,4.74536465,0.00321895,central,0.32082452,37,25.02272727,40
K01066,177.3659,567.5801,16,4,K01066,2837.8544,2270.3204,1.249979695,0.321904659,high-metabotype-depleted,high-metabotype-depleted,4.38936959,0.00326518,central,0.37179487,13,11.38461538,12
K01251,100.7331,391.3016,16,4,K01251,1611.7296,1565.2064,1.029723364,0.042256809,high-metabotype-depleted,high-metabotype-depleted,4.05686032,0.003285,central,0.63636364,12,37.08333333,11
K09011,47.40188,228.38156,16,4,K09011,758.43008,913.52624,0.830222545,0.268429985,high-metabotype-depleted,high-metabotype-depleted,3.34301607,0.00333266,central,0.5574124,105,87.44339623,55
K02523,67.1048,356.2076,16,4,K02523,1073.6768,1424.8304,0.753547089,0.408230427,high-metabotype-depleted,high-metabotype-depleted,5.42830655,0.00334012,central,0.6,10,10.81818182,11
K03524,352.6183,1258.1521,16,4,K03524,5641.8928,5032.6084,1.121067318,0.164872911,high-metabotype-depleted,high-metabotype-depleted,4.55191595,0.00336309,central,0.59722222,8,46,9
K00230,29.58188,102.27207,16,4,K00230,473.31008,409.08828,1.156987631,0.210373441,high-metabotype-depleted,high-metabotype-depleted,9.5302843,0.00339629,central,0.61904762,7,5.142857143,7
K00973,458.919,1729.3713,16,4,K00973,7342.704,6917.4852,1.061470142,0.086063791,high-metabotype-depleted,high-metabotype-depleted,4.88195303,0.00340473,central,0.77272727,12,26.25,11
K01497,227.9124,825.1681,16,4,K01497,3646.5984,3300.6724,1.104804706,0.14379137,high-metabotype-depleted,high-metabotype-depleted,4.05377009,0.00340473,central,0.7743129,37,48.56818182,44
K10026,74.524,255.53892,16,4,K10026,1192.384,1022.15568,1.166538545,0.222233978,high-metabotype-depleted,high-metabotype-depleted,5.94252163,0.00340473,central,0,2,4,2
K02224,202.2289,658.8654,16,4,K02224,3235.6624,2635.4616,1.227740294,0.296005417,high-metabotype-depleted,high-metabotype-depleted,13.48640297,0.00340473,central,0.5,4,3,4
K08680,7.53994,39.90689,16,4,K08680,120.63904,159.62756,0.755753205,0.404012904,high-metabotype-depleted,high-metabotype-depleted,6.15883807,0.00340473,central,0,2,4,2
K06167,100.759,459.7492,16,4,K06167,1612.144,1838.9968,0.876643178,0.189938355,high-metabotype-depleted,high-metabotype-depleted,5.4808642,0.00341738,central,0,1,5.5,1
K01640,17.46346,87.70831,16,4,K01640,279.41536,350.83324,0.796433542,0.328374113,high-metabotype-depleted,high-metabotype-depleted,3.5315204,0.0034266,central,0.66105146,14,81.60810811,74
K01193,230.9859,774.7938,16,4,K01193,3695.7744,3099.1752,1.192502573,0.253992379,high-metabotype-depleted,high-metabotype-depleted,4.17861557,0.00347429,central,0.39444444,42,34.91111111,38
K00822,3.084996,17.377986,16,4,K00822,49.359936,69.511944,0.710092873,0.493920369,high-metabotype-depleted,high-metabotype-depleted,3.66501854,0.00348743,central,0.45,21,41.85714286,20
K11717,193.326,782.4755,16,4,K11717,3093.216,3129.902,0.988278866,0.017009905,high-metabotype-depleted,high-metabotype-depleted,3.94252163,0.00350754,central,0.52272727,30,70.12121212,11
K00029,62.2953,295.445,16,4,K00029,996.7248,1181.78,0.843409772,0.245694358,high-metabotype-depleted,high-metabotype-depleted,3.25648949,0.00350801,central,0.4346555,109,79.65486726,107
K08660,30.69322,116.0122,16,4,K08660,491.09152,464.0488,1.058275595,0.081715382,high-metabotype-depleted,high-metabotype-depleted,4.03090235,0.00355634,central,0.3458498,16,32.91304348,15
K00832,26.1469,91.35011,16,4,K00832,418.3504,365.40044,1.144909404,0.195233443,high-metabotype-depleted,high-metabotype-depleted,3.68603214,0.00356943,central,0.32082452,33,40.18181818,43
K00681,41.93532,132.17056,16,4,K00681,670.96512,528.68224,1.269127406,0.343836907,high-metabotype-depleted,high-metabotype-depleted,3.69530284,0.00362737,central,0.55527211,14,62.91836735,46
K00795,37.95552,149.77477,16,4,K00795,607.28832,599.09908,1.013669258,0.019587004,high-metabotype-depleted,high-metabotype-depleted,4.99629172,0.00367338,central,0.5,13,13,15
K01655,19.491777,70.448217,16,4,K01655,311.868432,281.792868,1.10672933,0.146302429,high-metabotype-depleted,high-metabotype-depleted,3.3974042,0.0036742,central,0.5512002,82,92.01123596,85
K01026,51.1178,173.35439,16,4,K01026,817.8848,693.41756,1.179498252,0.238173281,high-metabotype-depleted,high-metabotype-depleted,3.41532756,0.00369603,central,0.54254446,82,80.23255814,79
K00764,566.507,1995.3165,16,4,K00764,9064.112,7981.266,1.135673463,0.183548081,high-metabotype-depleted,high-metabotype-depleted,4.16687268,0.00370256,central,0.38224638,24,34.29166667,10
K01061,10.67649,48.17755,16,4,K01061,170.82384,192.7102,0.886428637,0.173923604,high-metabotype-depleted,high-metabotype-depleted,4.11557478,0.00374045,central,0.38461538,14,17.35714286,14
K01939,442.6919,1444.0499,16,4,K01939,7083.0704,5776.1996,1.226250977,0.294254285,high-metabotype-depleted,high-metabotype-depleted,4.47466007,0.00375783,central,0.4605042,35,61.11428571,12
K00648,409.5454,1437.8157,16,4,K00648,6552.7264,5751.2628,1.139354369,0.188216533,high-metabotype-depleted,high-metabotype-depleted,3.5618047,0.00381001,central,0.67903349,69,82.76712329,66
K02437,227.2658,875.5162,16,4,K02437,3636.2528,3502.0648,1.038316824,0.054246723,high-metabotype-depleted,high-metabotype-depleted,3.57601978,0.00381526,central,0.41688312,50,57.51785714,50
K00288,8.47099,26.57539,16,4,K00288,135.53584,106.30156,1.275012709,0.350511628,high-metabotype-depleted,high-metabotype-depleted,3.5815822,0.0038256,central,0.39450614,59,56.59322034,51
K01077,195.4077,748.5418,16,4,K01077,3126.5232,2994.1672,1.044204612,0.062404436,high-metabotype-depleted,high-metabotype-depleted,4.74969098,0.00385906,central,0.43636364,11,16.54545455,11
K01113,14.96264,57.19152,16,4,K01113,239.40224,228.76608,1.046493606,0.065563497,high-metabotype-depleted,high-metabotype-depleted,4.74969098,0.00385906,central,0.43636364,11,16.54545455,11
K01812,178.6624,588.7824,16,4,K01812,2858.5984,2355.1296,1.213775412,0.2795015,high-metabotype-depleted,high-metabotype-depleted,6.66007417,0.00390952,central,0,4,2.5,4
