Gene,SuperPathway,SubPathway,KOAnnot,ERR688534,ERR688548,ERR688557,ERR688560,ERR688561,ERR688574,ERR688580,ERR688581,ERR688589,ERR688613,ERR688615,ERR688623,ERR688627,ERR688632,ERR688635,ERR688638,ERR688642,ERR688650,ERR710424,ERR710426,ERR710427,ERR710428,ERR710429,ERR710430,ERR710431,ERR710432
K01960,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,pycB; pyruvate carboxylase subunit B,0.00014306,0.000146543,3.04E-05,3.9E-05,3.04E-05,0.000152521,0.000116334,0.000161621,0.000121476,6.99E-05,4.8E-05,0.000113566,0.000138947,0.000179958,0,0.000184442,0.000159291,0.00013632,0.000360172,0.000112058,0.000140686,0.000132669,0.00010839,8.61E-05,0.000211166,0.00015641
K01961,Carbohydrate metabolism,Pyruvate_metabolism,accC; acetyl-CoA carboxylase biotin carboxylase subunit,0.000350881,0.000393868,0.000396511,0.000468546,0.000380921,0.00036423,0.000322276,0.000331778,0.00032401,0.000357398,0.000434418,0.000428455,0.000400149,0.000350802,0,0.000329713,0.000321439,0.000419743,0.000406547,0.000389451,0.000376238,0.000425659,0.000394499,0.000444855,0.000344146,0.000451521
K01962,Carbohydrate metabolism,Pyruvate_metabolism,accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha,0.000341295,0.00038152,0.000317685,0.000435912,0.000393898,0.000322776,0.000348963,0.000323337,0.000324658,0.000435617,0.000336032,0.000312667,0.000296457,0.000336711,0,0.000290845,0.000348036,0.000354374,0.000217371,0.000290139,0.000421523,0.000403123,0.00043797,0.000464308,0.000477456,0.000312471
K01963,Carbohydrate metabolism,Pyruvate_metabolism,accD; acetyl-CoA carboxylase carboxyl transferase subunit beta,0.000396291,0.000464269,0.000363316,0.000530466,0.000509708,0.000372576,0.000413497,0.000376392,0.000479644,0.000563922,0.000453513,0.000409026,0.000409882,0.000386064,0,0.000334829,0.000379902,0.000496196,0.000156275,0.000512093,0.00047079,0.000501757,0.00042684,0.000574163,0.000387175,0.000365342
K01965,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,PCCA pccA; propionyl-CoA carboxylase alpha chain,4.77E-06,5.59E-06,0,1.34E-05,0,1.11E-05,1.99E-05,2.96E-06,1.25E-05,1.11E-05,6.17E-06,2.3E-05,8.16E-06,1.38E-05,0,0,1.86E-05,7.84E-06,0,8.2E-06,8.35E-06,6.4E-06,1.42E-05,6.82E-06,8.44E-06,2.23E-05
K01966,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,PCCB pccB; propionyl-CoA carboxylase beta chain,0.000348601,0.000409156,0.000277134,0.000244645,0.000206319,0.000463412,0.000430904,0.000486894,0.000383427,0.000347401,0.000355436,0.000475301,0.000452143,0.000535581,0,0.000296701,0.000530063,0.000515263,0.000646642,0.000433244,0.000483786,0.000500439,0.000467844,0.000346055,0.000596766,0.000575063
K02079,Carbohydrate metabolism,Galactose_metabolism,agaA; N-acetylgalactosamine-6-phosphate deacetylase,8.48E-06,9.64E-06,1.17E-05,1.21E-05,2.4E-05,0,6.86E-06,5.1E-06,2.18E-05,6.39E-06,1.05E-05,5.45E-06,9.56E-06,4.9E-06,0,2.1E-05,6.54E-06,1.36E-05,0,0,0,1.11E-05,5.89E-06,1.22E-05,0,0
K02080,Carbohydrate metabolism,Galactose_metabolism,agaI; galactosamine-6-phosphate isomerase,1.28E-05,1.57E-05,1.9E-05,1.83E-05,3.61E-05,1.56E-05,1.12E-05,1.64E-05,0,1.04E-05,1.65E-05,8.53E-06,7.51E-06,7.7E-06,0,3.42E-05,2.11E-05,2.1E-05,0,2.27E-05,1.55E-05,1.78E-05,2.88E-05,0,0,0
K02160,Carbohydrate metabolism,Pyruvate_metabolism,accB bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein,0.000500065,0.000569929,0.000657147,0.000722691,0.000996789,0.000387961,0.000403985,0.00032698,0.000361633,0.000663877,0.00073863,0.000493151,0.000307512,0.000306351,0,0.000508119,0.000349559,0.000441876,0.000136243,0.000666765,0.000368084,0.000484782,0.000438214,0.000573986,0.000303189,0.000291185
K02377,Carbohydrate metabolism,Fructose_and_mannose_metabolism,TSTA3 fcl; GDP-L-fucose synthase,0.000170187,0.000158181,5.29E-05,7E-05,7.99E-05,0.000176339,0.000186885,0.000233814,0.000138589,0.000117599,5.07E-05,0.000127054,0.000179978,0.000234355,0,0.00023436,0.000184268,0.000236535,0.000271958,0.00014051,0.000210824,0.000246006,0.000226718,0.000207315,0.000307926,0.000232863
K02437,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,gcvH GCSH; glycine cleavage system H protein,0.000440937,0.0003185,0.000352796,0.000147208,0.000212801,0.000526218,0.000519504,0.000552051,0.000371238,0.00032699,0.000294369,0.000450825,0.000551539,0.000547027,0,0.000534023,0.00052065,0.000423599,0.000580998,0.000464046,0.000426368,0.000508799,0.000368396,0.00035866,0.000187953,0.000519147
K02438,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treX glgX; glycogen operon protein,0.000226269,0.000214848,0.000287711,0.00021943,0.000267898,0.000215505,0.000166252,0.000220414,0.00016363,0.000249822,0.000340549,0.000216605,0.000185517,0.000153785,0,0.000110257,0.000113651,0.000327056,0.000110196,0.000256773,0.000206641,0.000171121,0.000179485,0.000308206,0.000273842,0.000232
K02446,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,glpX; fructose-16-bisphosphatase II,8.43E-05,4.31E-05,3.67E-05,0.000155555,7.98E-05,6.24E-05,2.28E-05,8.4E-05,1.93E-05,5.74E-05,1.25E-05,4.04E-05,2.24E-05,2.86E-05,0,0.000117145,4.49E-05,2.31E-05,6.49E-05,8.44E-06,1.7E-05,3.86E-05,4.2E-05,0.000137017,3.65E-05,2.3E-05
K02472,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,6.25E-05,5.41E-05,6.52E-05,3.37E-05,0.000134565,7.23E-05,7.05E-05,0.000105114,3.52E-05,6.02E-05,9.07E-05,8.54E-05,0.000124053,0.000109419,0,0.000133564,0.00010432,0.000102121,7.64E-05,5.31E-05,0.000119156,7.3E-05,9.24E-05,6.67E-05,0.000117351,0.000144427
K02473,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E5.1.3.7 wbpP; UDP-N-acetylglucosamine 4-epimerase,0,0,0,0,0,0,2.3E-05,0,0,0,0,6.59E-06,0,0,0,0,1.51E-05,0,0,8.06E-06,5.55E-06,0,0,0,0,1.19E-05
K02474,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase,6.05E-05,0.000111727,5.17E-05,2.17E-05,0,0.000111317,0.000110891,0.000142093,4.89E-05,1.14E-05,3.86E-05,8.59E-05,0.000117504,0.000164271,0,5.69E-05,0.000124053,0.000120644,0.00017409,6.98E-05,8.65E-05,0.000123312,9.98E-05,8.54E-05,0.000124619,0.000120752
K02564,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nagB GNPDA; glucosamine-6-phosphate deaminase,0.000801438,0.000927788,0.00088674,0.000713084,0.000577367,0.000891834,0.000752611,0.00090012,0.000782004,0.000741919,0.000874206,0.000835627,0.000839714,0.000883032,0,0.000835096,0.000894965,0.000934909,0.000864609,0.000802104,0.000801812,0.000779984,0.000848893,0.000750038,0.000821088,0.000770055
K02594,Carbohydrate metabolism,Pyruvate_metabolism,nifV; homocitrate synthase NifV,7.73E-05,5.87E-05,7.08E-05,6.12E-05,2.43E-05,6.76E-05,8.32E-05,4.65E-05,0.000108999,0.00011597,8.88E-05,8.02E-05,5.24E-05,8.81E-05,0,2.16E-05,5.3E-05,5.46E-05,0,7.14E-05,5.85E-05,5.59E-05,8.67E-05,9.72E-05,7.82E-05,9.74E-06
K02744,Carbohydrate metabolism,Galactose_metabolism,PTS-Aga-EIIA agaF; PTS system N-acetylgalactosamine-specific IIA component,0.000271294,0.000177798,0.00018748,0.000261804,0.000255828,0.000164338,0.000162162,0.000203752,0.000144909,0.000221094,0.00029052,0.000134753,0.000162361,0.00018097,0,0.000280676,0.000192314,0.000143613,7.46E-05,0.000186576,6.54E-05,0.000102203,0.000174141,0.000161426,0.000162206,0.000125536
K02745,Carbohydrate metabolism,Galactose_metabolism,PTS-Aga-EIIB agaV; PTS system N-acetylgalactosamine-specific IIB component,0.000162443,0.000136921,0.00011143,0.000174011,0.000110635,0.000115102,0.000130422,7.27E-05,7.79E-05,0.000107582,0.00018408,0.000123096,0.000112046,9.22E-05,0,0.000150454,0.000141795,0.000114515,6.66E-05,0.000118761,5.82E-05,5.31E-05,0.000205073,2.84E-05,0.000149832,6.95E-05
K02746,Carbohydrate metabolism,Galactose_metabolism,PTS-Aga-EIIC agaW; PTS system N-acetylgalactosamine-specific IIC component,9.88E-05,9.65E-05,0.00010132,0.00014224,0.000141127,6.23E-05,6.91E-05,8.1E-05,2.27E-05,6.47E-05,0.000158744,9.91E-05,5.33E-05,6.24E-05,0,9.26E-05,7.58E-05,6.81E-05,7.86E-05,0.000141879,2.1E-05,2.39E-05,7.88E-05,8.75E-05,6.67E-05,2.79E-05
K02747,Carbohydrate metabolism,Galactose_metabolism,PTS-Aga-EIID agaE; PTS system N-acetylgalactosamine-specific IID component,8.83E-05,8.22E-05,7.37E-05,8.37E-05,6.48E-05,3.47E-05,6.83E-05,6.52E-05,2.81E-05,6.95E-05,0.000102016,5.99E-05,5.98E-05,4.87E-05,0,5.74E-05,7.46E-05,5.95E-05,6.53E-05,0.000100123,2.58E-05,5.9E-06,8.04E-05,9.8E-05,5.33E-05,3.37E-05
K02749,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Arb-EIIB glvB; PTS system arbutin-like IIB component,7.9E-05,4.25E-05,0.000101291,8.28E-05,5.25E-05,2.04E-05,2.02E-05,1.79E-05,4.3E-05,5.6E-05,0.000112416,6.85E-05,3.33E-05,3.15E-05,0,0.000196183,4.7E-05,1.99E-05,3.64E-05,7.14E-05,3.2E-05,1.22E-05,4.06E-05,7.01E-05,4.56E-05,5.12E-05
K02750,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Arb-EIIC glvC; PTS system arbutin-like IIC component,7.9E-05,4.25E-05,0.000101291,8.28E-05,5.25E-05,2.04E-05,2.02E-05,1.79E-05,4.3E-05,5.6E-05,0.000112416,6.85E-05,3.33E-05,3.15E-05,0,0.000145983,4.7E-05,1.99E-05,3.64E-05,7.14E-05,3.2E-05,1.22E-05,4.06E-05,7.01E-05,4.56E-05,2.83E-05
K02752,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Asc-EIIB ascF; PTS system arbutin- cellobiose- and salicin-specific IIB component,3.29E-05,1.52E-05,2.74E-05,9.81E-06,1.84E-05,0,5.27E-06,3.91E-06,0,1.49E-05,0,0,0,7.59E-06,0,3.23E-05,1.03E-05,5.47E-06,0,0,0,0,4.7E-06,1.94E-05,0,7.78E-06
K02753,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Asc-EIIC ascF; PTS system arbutin- cellobiose- and salicin-specific IIC component,3.29E-05,1.52E-05,2.74E-05,9.81E-06,1.84E-05,0,5.27E-06,3.91E-06,0,1.49E-05,0,0,0,7.59E-06,0,3.23E-05,1.03E-05,5.47E-06,0,0,0,0,4.7E-06,1.94E-05,0,7.78E-06
K02763,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Dgl-EIIA gamP; PTS system D-glucosamine-specific IIA component,0.000128443,0.000193039,0.00014411,0.000137004,0.000129252,0.000124302,0.000143847,7.69E-05,9.53E-05,0.000157839,0.000123855,0.000117842,8.11E-05,9.69E-05,0,0.000127573,8.8E-05,0.000128131,0.000110185,0.000178704,0.000102404,8.04E-05,0.000116791,0.000195363,0.000134733,6.15E-05
K02764,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Dgl-EIIB gamP; PTS system D-glucosamine-specific IIB component,0.000128443,0.000193039,0.00014411,0.000137004,0.000129252,0.000112707,0.000143847,7.69E-05,9.53E-05,0.000157839,0.000123855,0.000117842,8.11E-05,9.69E-05,0,0.000127573,8.8E-05,0.000128131,0.000110185,0.00016233,9.1E-05,8.04E-05,0.000116791,0.000195363,0.000134733,6.15E-05
K02765,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Dgl-EIIC gamP; PTS system D-glucosamine-specific IIC component,0.000128443,0.000193039,0.00014411,0.000137004,0.000129252,0.000112707,0.000143847,7.69E-05,9.53E-05,0.000157839,0.000123855,0.000117842,8.11E-05,9.69E-05,0,0.000127573,8.8E-05,0.000128131,0.000110185,0.00016233,9.1E-05,8.04E-05,0.000116791,0.000195363,0.000134733,6.15E-05
K02768,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Fru-EIIA fruB; PTS system fructose-specific IIA component,0.000555108,0.0006611,0.000828477,0.000548696,0.000694579,0.000479561,0.000566471,0.00056019,0.000376861,0.000590651,0.000741594,0.000544251,0.000439749,0.000496476,0,0.000797411,0.00048601,0.000596154,0.000290135,0.00053596,0.000359832,0.000449905,0.000423612,0.000738617,0.000446227,0.000416569
K02769,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Fru-EIIB fruA; PTS system fructose-specific IIB component,0.000558992,0.000590451,0.000777439,0.000666333,0.000712649,0.000377796,0.000325445,0.000448511,0.000336854,0.000431037,0.000832892,0.000379796,0.000288995,0.000354208,0,0.000864414,0.000440119,0.000405382,0.000299918,0.000472348,0.000346096,0.000330017,0.000407221,0.000709274,0.000445195,0.000337418
K02770,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Fru-EIIC fruA; PTS system fructose-specific IIC component,0.000491033,0.000489647,0.000623198,0.000526107,0.000485118,0.000337358,0.000343408,0.000365425,0.00028641,0.000377146,0.000563283,0.000340006,0.000266922,0.000347192,0,0.00062916,0.000351316,0.000360235,0.000299918,0.000386958,0.000300349,0.000289434,0.000358469,0.000614306,0.000477606,0.000322196
K02771,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Fru1-EIID levG; PTS system fructose-specific IID component,7.02E-05,6.69E-05,0.00012987,8.44E-05,0.000133339,5.96E-05,7.63E-05,6.37E-05,3.76E-05,9.78E-05,0.000136965,7.88E-05,3.27E-05,5.35E-05,0,0.000146737,6.38E-05,5.64E-05,0,8.82E-05,2.02E-05,3.06E-05,5.11E-05,0.000116635,0,5.38E-05
K02773,Carbohydrate metabolism,Galactose_metabolism,PTS-Gat-EIIA gatA; PTS system galactitol-specific IIA component,0.000120594,0.00031086,0.000349847,0.000417942,0.000351983,0.000176246,0.000169581,0.000235076,0.000133336,0.000316354,0.000461494,0.000222663,0.000117342,7.11E-05,0,0.00128425,0.000177383,0.000150912,0,0.000290281,4.81E-05,6.73E-05,9.08E-05,0.000264359,7.61E-05,7.1E-05
K02774,Carbohydrate metabolism,Galactose_metabolism,PTS-Gat-EIIB gatB; PTS system galactitol-specific IIB component,0.000203935,0.000306344,0.000514861,0.000628009,0.000380226,0.000152463,0.000189174,0.000200799,0.000170636,0.000383686,0.000518808,0.000360495,0.000129541,5.6E-05,0,0.00160971,0.000235286,0.000132817,0.000115559,0.000363328,1.88E-05,6.47E-05,4.9E-05,0.00038506,0,3.73E-05
K02775,Carbohydrate metabolism,Galactose_metabolism,PTS-Gat-EIIC gatC; PTS system galactitol-specific IIC component,0.000179966,0.00018628,0.000187455,0.000257155,0.000217244,0.000160046,0.000140452,0.000173931,0.00012829,0.00017788,0.000213666,0.000167082,9.11E-05,0.000124673,0,0.000738002,0.000135262,0.000108936,0.000205008,0.00025885,8.22E-05,8.36E-05,6.57E-05,0.000183024,8.89E-05,0.000114643
K02777,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Glc-EIIA crr; PTS system glucose-specific IIA component,0.000270772,0.000196482,0.000198355,0.000426409,0.000462225,0.000206112,0.000152462,0.000147646,0.000116872,0.000114008,0.000256918,0.000296796,0.000145933,0.000234809,0,0.000554591,0.000267841,0.000230396,6.66E-05,0.000286552,0.000191137,0.000125971,0.000190316,0.000285621,0.000118396,6.88E-05
K02778,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Glc-EIIB ptsG; PTS system glucose-specific IIB component,0.000170121,8.71E-05,0.000154357,0.000146716,0.000226271,5.13E-05,5.83E-05,0.000123889,5.02E-05,9.67E-05,0.000122375,8.12E-05,3.92E-05,7.65E-05,0,0.000448331,0.000108898,9.17E-05,4.09E-05,0.000105246,8.23E-05,5.72E-05,9.27E-05,0.000195855,6.47E-05,2.16E-05
K02779,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Glc-EIIC ptsG; PTS system glucose-specific IIC component,0.000138822,8.71E-05,0.000111198,0.000146716,0.000226271,5.13E-05,5.83E-05,0.000123889,5.02E-05,7.31E-05,0.000122375,8.12E-05,3.92E-05,7.65E-05,0,0.00037062,0.000108898,9.17E-05,4.09E-05,0.000105246,8.23E-05,5.72E-05,9.27E-05,0.000195855,6.47E-05,2.16E-05
K02781,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIA srlB; PTS system glucitol/sorbitol-specific IIA component,0.000213757,0.000151265,0.000368951,0.000153558,0.000299583,4.56E-05,0.000130903,8E-05,0.000103041,0.000161725,0.000277743,0.000141794,1.44E-05,3.05E-05,0,0.000803786,0.000123719,4.22E-05,8.62E-05,0.000247135,3.01E-05,5.17E-05,7.86E-05,0.000225581,4.96E-05,6.05E-05
K02782,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIB srlE; PTS system glucitol/sorbitol-specific IIB component,0.000136718,5.59E-05,9.46E-05,5.61E-05,0.000111117,5.47E-05,5.58E-05,3.54E-05,5.01E-05,5.86E-05,0.000164099,0.000104515,1.08E-05,3.9E-05,0,0.000362553,5.3E-05,3.88E-05,6.24E-05,0.000113184,5.65E-06,5.08E-05,3.45E-05,0.00010994,3.61E-05,4.47E-05
K02783,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIC srlA; PTS system glucitol/sorbitol-specific IIC component,0.000242674,0.000198327,0.000243505,0.000183637,0.000261532,0.000104595,0.00014224,8.92E-05,9.61E-05,0.000124359,0.000326733,0.000211339,2.07E-05,8.95E-05,0,0.000714678,0.000121449,8E-05,0.000120507,0.000291831,1.59E-05,0.000109075,9.87E-05,0.000284254,6.88E-05,8.53E-05
K02786,Carbohydrate metabolism,Galactose_metabolism,PTS-Lac-EIIA lacF; PTS system lactose-specific IIA component,0.000184328,0.000106117,8.59E-05,0.000133188,0.000438488,5.25E-05,0.000125749,5.59E-05,3.98E-05,7.06E-05,0.000351173,6.23E-05,1.73E-05,5.09E-05,0,0.000378027,7.17E-05,2.47E-05,0,5.17E-05,3.56E-05,2.02E-05,0.000112646,0,0.000113976,3.52E-05
K02787,Carbohydrate metabolism,Galactose_metabolism,PTS-Lac-EIIB lacE; PTS system lactose-specific IIB component,0.000103068,4.59E-05,3.18E-05,8.28E-05,0.000130735,3.23E-05,4.67E-05,6.27E-05,2.19E-05,5.65E-05,0.00019318,4.24E-05,1.92E-05,3.59E-05,0,0.000200407,4.01E-05,2.3E-05,0,2.88E-05,1.95E-05,3E-05,4.15E-05,3.28E-05,5.28E-05,3.27E-05
K02788,Carbohydrate metabolism,Galactose_metabolism,PTS-Lac-EIIC lacE; PTS system lactose-specific IIC component,0.000103068,4.59E-05,3.18E-05,8.28E-05,0.000130735,3.23E-05,4.67E-05,6.27E-05,2.19E-05,5.65E-05,0.00019318,4.24E-05,1.92E-05,3.59E-05,0,0.000200407,5.12E-05,2.3E-05,0,2.88E-05,1.95E-05,3E-05,4.15E-05,3.28E-05,5.28E-05,3.27E-05
K02790,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Mal-EIIB malX; PTS system maltose and glucose-specific IIB component,7.94E-05,6.96E-05,5.88E-05,6.25E-05,5.15E-05,6.62E-05,5E-05,6.31E-05,3.2E-05,4.61E-05,8.91E-05,4.18E-05,4.81E-05,3.5E-05,0,7.56E-05,7.18E-05,7.81E-05,2.04E-05,0.000120401,4.29E-05,4.03E-05,9.88E-05,0.000194084,4.4E-05,3.54E-05
K02791,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Mal-EIIC malX; PTS system maltose and glucose-specific IIC component,7.94E-05,6.96E-05,5.88E-05,6.25E-05,5.15E-05,6.62E-05,5E-05,6.31E-05,3.2E-05,4.61E-05,8.91E-05,4.18E-05,4.81E-05,3.5E-05,0,7.56E-05,7.18E-05,7.81E-05,2.04E-05,0.000120401,4.29E-05,4.03E-05,9.88E-05,0.000194084,4.4E-05,3.54E-05
K02793,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIA manX; PTS system mannose-specific IIA component,0.000617471,0.000570833,0.000937018,0.000686149,0.00100109,0.000339356,0.000406072,0.000352234,0.000223575,0.000466646,0.00114081,0.000575455,0.000270594,0.000266734,0,0.00194005,0.000471812,0.000493625,0,0.000711799,0.00016182,0.000271296,0.000243207,0.00045231,0.000102709,0.000115892
K02794,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIB manX; PTS system mannose-specific IIB component,0.000910788,0.00099219,0.00131565,0.000940984,0.00112767,0.00072222,0.000585247,0.000647815,0.000444062,0.000764808,0.00166245,0.000988565,0.000440546,0.000546537,0,0.00265651,0.000722632,0.000540852,0.000134818,0.00127443,0.000324647,0.00043126,0.000506063,0.000734678,0.000321213,0.000293108
K02795,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIIC manY; PTS system mannose-specific IIC component,0.000752166,0.000738497,0.000800681,0.000833854,0.00089636,0.000623986,0.000549507,0.000568958,0.000363424,0.000564657,0.0013824,0.00083618,0.000334787,0.000476933,0,0.00193072,0.000553678,0.000523722,0.00012404,0.000902464,0.000267059,0.000326075,0.000436207,0.000606638,0.000317272,0.000216123
K02796,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Man-EIID manZ; PTS system mannose-specific IID component,0.000556897,0.000666804,0.000791958,0.000759367,0.000814323,0.000477327,0.000442334,0.000466169,0.00030469,0.000470133,0.00111189,0.000731686,0.000315211,0.000357876,0,0.00155498,0.000429463,0.000453821,0.000113899,0.000887574,0.000234324,0.000304277,0.000408617,0.000461819,0.000152169,0.000237489
K02798,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Mtl-EIIA mtlA; PTS system mannitol-specific IIA component,0.000165457,8.34E-05,0.000208861,0.000257372,0.000162728,6.58E-05,0.000101624,7.4E-05,5.62E-05,0.000134267,0.000194539,8.82E-05,4.89E-05,9.18E-05,0,0.000434963,0.000158051,0.000148455,0.000132709,0.000189296,4.69E-05,3.64E-05,8E-05,0.000188863,2.78E-05,9.38E-05
K02799,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Mtl-EIIB mtlA; PTS system mannitol-specific IIB component,0.000123692,7.84E-05,0.00012904,0.000164146,0.000135039,5.91E-05,3.44E-05,6.22E-05,4.02E-05,6.59E-05,0.000242235,5.53E-05,5.58E-05,6.3E-05,0,0.000203082,8.7E-05,7.37E-05,0.000108752,0.000115758,3.81E-05,4.46E-05,2.94E-05,0.000149756,2.78E-05,7.23E-05
K02800,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Mtl-EIIC mtlA; PTS system mannitol-specific IIC component,0.000123692,7.84E-05,0.00012904,0.000164146,0.000135039,5.91E-05,3.44E-05,6.22E-05,4.02E-05,6.59E-05,0.000242235,5.53E-05,5.58E-05,6.3E-05,0,0.000203082,8.7E-05,7.37E-05,0.000108752,0.000115758,3.81E-05,4.46E-05,2.94E-05,0.000149756,2.78E-05,7.23E-05
K02802,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Nag-EIIA nagE; PTS system N-acetylglucosamine-specific IIA component,2.42E-05,1.1E-05,2.68E-05,1.42E-05,4.11E-05,5.47E-06,1.6E-05,5.86E-06,9.04E-06,1.82E-05,5.23E-05,1.93E-05,0,2.78E-06,0,2.42E-05,7.46E-06,1.17E-05,0,8.29E-06,5.54E-06,1.25E-05,3.52E-06,2.02E-05,0,1.11E-05
K02803,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Nag-EIIB nagE; PTS system N-acetylglucosamine-specific IIB component,0.000175814,0.000187451,0.000216218,0.000250425,0.000206633,0.000115877,0.00014287,0.000126721,0.000126415,0.000156648,0.000238167,0.000137875,0.000147753,0.000129749,0,0.000138383,0.000128453,0.000208729,0.000190314,0.000181466,0.000139406,0.000173324,0.000202736,0.000259584,0.000202557,0.000152789
K02804,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Nag-EIIC nagE; PTS system N-acetylglucosamine-specific IIC component,0.000175814,0.000187451,0.000216218,0.000250425,0.000206633,0.000115877,0.00014287,0.000126721,0.000126415,0.000156648,0.000257828,0.000137875,0.000147753,0.000129749,0,0.000138383,0.000128453,0.000214738,0.000190314,0.000181466,0.000143711,0.000173324,0.000202736,0.000259584,0.000202557,0.000152789
K02808,Carbohydrate metabolism,Starch_and_sucrose_metabolism,PTS-Scr-EIIA scrA; PTS system sucrose-specific IIA component,8.68E-05,3.43E-05,5.5E-05,0.000143778,0.000133966,3.57E-05,3.38E-05,3.96E-05,9.52E-06,3.38E-05,7.34E-05,3.65E-05,1.39E-05,3.9E-05,0,0.000140996,4.92E-05,3.18E-05,1.6E-05,3.32E-05,1.99E-05,3.39E-05,6.52E-05,6.22E-05,6.36E-05,3.38E-05
