Gene,SuperPathway,SubPathway,KOAnnot,ERR688534,ERR688548,ERR688557,ERR688560,ERR688561,ERR688574,ERR688580,ERR688581,ERR688589,ERR688613,ERR688615,ERR688623,ERR688627,ERR688632,ERR688635,ERR688638,ERR688642,ERR688650,ERR710424,ERR710426,ERR710427,ERR710428,ERR710429,ERR710430,ERR710431,ERR710432
K01689,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ENO eno; enolase,0.000735232,0.000775758,0.000632769,0.000807274,0.00048885,0.000693694,0.000730233,0.000714778,0.000622778,0.000707014,0.000715867,0.000698793,0.000795738,0.00061237,0,0.000677205,0.000691143,0.000734454,0.00080454,0.00069662,0.000747064,0.000763328,0.000718746,0.000775978,0.000845795,0.000811596
K01690,Carbohydrate metabolism,Pentose_phosphate_pathway,edd; phosphogluconate dehydratase,1.59E-05,5.92E-06,1.44E-05,7.46E-06,1.47E-05,0,4.22E-06,3.13E-06,3.43E-06,1.18E-05,0,0,0,0,0,2.59E-05,4.02E-06,4.17E-06,0,0,0,0,7.67E-06,3E-05,0,0
K01692,Carbohydrate metabolism,Propanoate_metabolism,paaF echA; enoyl-CoA hydratase,0.000242585,0.000304594,0.000269147,0.000279345,0.000304285,0.00017342,0.000260017,0.000338109,0.000212276,0.000260449,0.000155492,0.000340824,0.000215164,0.000246844,0,0.000310525,0.000233885,0.000282115,0.000198167,0.000215988,0.000181501,0.000285001,0.00021176,0.000273143,0.0001296,8.11E-05
K01699,Carbohydrate metabolism,Propanoate_metabolism,pduC; propanediol dehydratase large subunit,3.95E-05,1.16E-05,3.03E-05,3.99E-05,5.29E-05,1.48E-05,2.13E-05,2.02E-05,1.2E-05,4.95E-05,3.75E-05,1.93E-05,9.76E-06,5.8E-06,0,2.92E-05,3.32E-06,2.21E-05,0,2.89E-05,0,2.19E-05,1.59E-05,2.27E-05,7.88E-06,1.8E-05
K01703,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit,0.000654533,0.00064582,0.000490383,0.000664277,0.00050096,0.000540763,0.000640178,0.000552586,0.000493737,0.000622664,0.000670016,0.000603803,0.000491806,0.000561899,0,0.000581934,0.000524051,0.000648994,0.000648702,0.00059635,0.000577279,0.000578098,0.000586412,0.000614439,0.000774969,0.000655872
K01704,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit,0.000660269,0.000947458,0.000848198,0.000806595,0.000807488,0.000788417,0.000776296,0.000945463,0.000620596,0.000980798,0.000971163,0.000861802,0.000575595,0.000805768,0,0.000633115,0.000948488,0.000747806,0.000649521,0.00103772,0.000700202,0.000883609,0.000812022,0.000873052,0.00058928,0.000786735
K01706,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,gudD; glucarate dehydratase,2.17E-05,1.63E-05,1.97E-05,2.05E-05,2.02E-05,4.03E-06,2.33E-05,5.62E-05,0,2.71E-05,9.25E-06,2.42E-05,7.9E-06,2.9E-05,0,3.55E-05,3.3E-05,3.45E-05,2.35E-05,7.16E-05,1.66E-05,2.39E-05,2.59E-05,4.13E-05,0,1.65E-05
K01707,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,kdgD; 5-dehydro-4-deoxyglucarate dehydratase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01708,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,garD; galactarate dehydratase,5.72E-05,2.87E-05,4.4E-05,2.72E-05,3.56E-05,1.08E-05,1.54E-05,4.58E-05,1.2E-05,2.37E-05,2.4E-05,1.68E-05,1.07E-05,3.63E-05,0,7.78E-05,3.94E-05,4.56E-05,0,5.82E-05,2.18E-05,4.15E-05,1.84E-05,3.62E-05,0,2.9E-05
K01709,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,rfbG; CDP-glucose 46-dehydratase,9.65E-05,0.000160075,8.57E-05,6.17E-05,2.33E-05,0.000123965,8.47E-05,0.000158822,0.000128775,0.000109667,6.74E-05,0.000154227,0.000155994,0.000153308,0,2.26E-05,0.000153753,0.000219597,0.000109406,0.000154064,0.000168065,0.00017737,0.000177683,0.000150947,0.000253341,0.000118997
K01711,Carbohydrate metabolism,Fructose_and_mannose_metabolism,gmd GMDS; GDPmannose 46-dehydratase,0.000192758,0.00013269,7.51E-05,9.12E-05,4.99E-05,0.000235864,0.000279881,0.000271175,0.000151028,0.000132734,3.46E-05,0.000183842,0.000246133,0.000294221,0,0.000288752,0.000222639,0.000319393,0.000438128,0.000133465,0.000309118,0.000296157,0.000267712,0.000180641,0.000382254,0.000365107
K01715,Carbohydrate metabolism,Butanoate_metabolism,crt; enoyl-CoA hydratase,0.000136779,0.000184429,0.000258968,7.17E-05,0.000105851,0.000218016,0.000191811,0.000143097,0.000213484,0.000160627,9.65E-05,0.000183407,0.000277159,0.0001842,0,6.27E-05,0.000173587,0.000328774,0.000201312,0.000165355,0.000149758,0.000227731,0.000126723,0.000194576,9.2E-05,0.000155845
K01720,Carbohydrate metabolism,Propanoate_metabolism,prpD; 2-methylcitrate dehydratase,6.71E-06,7.63E-06,9.25E-06,9.61E-06,1.9E-05,3.97E-06,5.43E-06,8.31E-06,0,5.06E-06,0,0,0,0,0,1.67E-05,5.18E-06,1.6E-05,0,0,4.03E-06,0,0,2.85E-05,0,0
K01728,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E4.2.2.2 pel; pectate lyase,5.03E-05,2.94E-05,2.8E-05,2.42E-05,0,6.46E-05,2.51E-05,0.000152079,3.15E-05,4.05E-06,2.91E-05,7.82E-05,9.91E-05,0.000116295,0,4.34E-05,4.77E-05,0.000194848,2.31E-05,8.46E-05,0.000200548,0.000155783,6.19E-05,1.63E-05,0.000172702,9.34E-05
K01729,Carbohydrate metabolism,Fructose_and_mannose_metabolism,algL; poly(beta-D-mannuronate) lyase,0,5.03E-06,0,0,0,1.22E-05,0,7.61E-06,0,0,0,0,9.32E-06,4.94E-06,0,1.04E-05,0,3.42E-06,0,7.15E-06,4.84E-06,8.24E-06,6.05E-06,0,0,0
K01730,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,ogl; oligogalacturonide lyase,4.08E-05,1.83E-05,2.34E-05,0,0,8.84E-06,1.87E-05,1.46E-05,9.42E-06,1.26E-05,9.54E-06,1.54E-05,1.7E-05,1.4E-05,0,8.12E-05,1.89E-05,2.6E-05,4.77E-05,1.33E-05,1.4E-05,2.66E-05,1.13E-05,3.44E-05,2.7E-05,3.46E-05
K01731,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E4.2.2.9; pectate disaccharide-lyase,4.38E-06,5.29E-06,1.85E-05,0,0,2.46E-06,7.09E-06,5.26E-06,0,0,1.13E-05,0,0,0,0,2.17E-05,0,0,0,7.26E-06,5E-06,5.69E-06,0,0,8E-06,9.93E-06
K01734,Carbohydrate metabolism,Propanoate_metabolism,mgsA; methylglyoxal synthase,0.00107088,0.00122634,0.000812711,0.00101037,0.000875638,0.000993737,0.00121163,0.00110467,0.000908423,0.00104477,0.000833647,0.00109726,0.00130784,0.00115235,0,0.000491114,0.00117682,0.00133075,0.000864116,0.00127765,0.00126022,0.00128095,0.00121533,0.00140543,0.00110073,0.00112297
K01759,Carbohydrate metabolism,Pyruvate_metabolism,GLO1 gloA; lactoylglutathione lyase,0.00116344,0.000785079,0.00115465,0.00106776,0.00116024,0.00101438,0.000955537,0.00136721,0.000836952,0.000820037,0.00136363,0.00111522,0.00107912,0.00107685,0,0.00140973,0.00119832,0.00114574,0.000986405,0.00132775,0.000966801,0.00117457,0.000890456,0.0010943,0.00108525,0.00133114
K01771,Carbohydrate metabolism,Inositol_phosphate_metabolism,E4.6.1.13 plc; 1-phosphatidylinositol phosphodiesterase,9.43E-06,0,0,0,0,5.31E-06,7.64E-06,5.67E-06,6.02E-06,0,1.49E-05,6.82E-06,5.22E-06,5.36E-06,0,0,1.46E-05,7.53E-06,0,1.63E-05,1.62E-05,6.14E-06,6.82E-06,0,5.32E-05,1.07E-05
K01782,Carbohydrate metabolism,Propanoate_metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase,2.67E-05,0,6.29E-06,1.3E-05,1.3E-05,2.56E-06,7.3E-06,0,0,6.88E-06,0,3.02E-06,2.51E-06,2.58E-06,0,4.54E-05,0,1.8E-05,0,0,0,2.94E-06,9.87E-06,1.29E-05,0,0
K01783,Carbohydrate metabolism,Pentose_phosphate_pathway,rpe RPE; ribulose-phosphate 3-epimerase,0.000922181,0.00100696,0.00100516,0.00105304,0.00103764,0.00108846,0.000988602,0.00103859,0.00114785,0.00110104,0.00107224,0.00100222,0.00101824,0.000996015,0,0.00102169,0.0010356,0.00109927,0.000982154,0.00095515,0.00108626,0.000967533,0.000978233,0.000974735,0.00107268,0.00095414
K01784,Carbohydrate metabolism,Galactose_metabolism,galE GALE; UDP-glucose 4-epimerase,0.00124481,0.00116019,0.00100001,0.00116944,0.00104949,0.00135878,0.00115036,0.00133265,0.00136955,0.00111456,0.00112575,0.00121865,0.00139903,0.00147995,0,0.00085469,0.00145819,0.00131457,0.00200031,0.00116582,0.0014346,0.00144166,0.00146094,0.00107467,0.00154766,0.00182008
K01785,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,galM GALM; aldose 1-epimerase,0.00091849,0.000995961,0.000855933,0.000807734,0.00090322,0.000872669,0.000942277,0.000958801,0.000910002,0.000947306,0.000795832,0.00091756,0.000897173,0.00110141,0,0.00102956,0.00100917,0.00100655,0.00108844,0.000878351,0.000975021,0.000982036,0.00100588,0.000862457,0.00120165,0.000948657
K01786,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araD; L-ribulose-5-phosphate 4-epimerase,0.000533731,0.000657133,0.000616034,0.00056165,0.000595714,0.000459203,0.00056801,0.000474156,0.000494282,0.000614811,0.000616528,0.000589867,0.000358984,0.00049279,0,0.000593123,0.000433352,0.000615683,0.000502257,0.000467276,0.000401515,0.000539371,0.000335146,0.000535457,0.000514025,0.000379844
K01787,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,RENBP; N-acylglucosamine 2-epimerase,0.000164426,5.64E-05,2.29E-05,1.19E-05,0,0.000148495,0.000114159,0.000124083,8.84E-05,3.13E-05,2.14E-05,0.00015409,0.000127895,0.000160475,0,0.000122409,0.000158885,0.000165031,0.000240353,0.000102313,0.000127374,0.00013452,0.000137076,2.26E-05,0.000196304,0.000187294
K01788,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nanE; N-acylglucosamine-6-phosphate 2-epimerase,0.000369436,0.000363305,0.000393497,0.000412921,0.000568137,0.000274133,0.000233312,0.000335584,0.000265082,0.000401558,0.000560892,0.000424173,0.000158221,0.000209884,0,0.000381752,0.00025286,0.000239485,4.53E-05,0.000261172,0.000194488,0.000186427,0.000309791,0.000472083,0.000208449,0.00016357
K01791,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing),0.000464646,0.000520928,0.000343723,0.000415355,0.000558105,0.000654027,0.000611986,0.000617073,0.000613969,0.000299985,0.000351874,0.000545269,0.000682298,0.000661922,0,0.000734803,0.000657131,0.000523348,0.0009551,0.000455305,0.000588435,0.000584654,0.000579879,0.000462009,0.000533896,0.00078998
K01792,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E5.1.3.15; glucose-6-phosphate 1-epimerase,5.53E-05,5E-05,6.04E-05,6.56E-05,2.9E-05,1.91E-05,1.74E-05,1.95E-05,2.17E-05,2.47E-05,8.69E-05,3.02E-05,1.87E-05,1.93E-05,0,0.000107258,1.65E-05,3.57E-05,3.7E-05,1.88E-05,1.98E-05,2.94E-05,1.61E-05,3.03E-05,3.91E-05,6.18E-05
K01799,Carbohydrate metabolism,Butanoate_metabolism,nicE maiA; maleate isomerase,0,0,0,0,0,7.73E-06,9.95E-06,8.29E-06,8.77E-06,0,0,9.18E-06,0,1.54E-05,0,0,9.47E-06,0,0,2.16E-05,0,8.93E-06,0,1.74E-05,0,0
K01803,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,TPI tpiA; triosephosphate isomerase (TIM),0.000707533,0.000736621,0.000744725,0.000660483,0.000790265,0.000908676,0.000848243,0.000876139,0.000962205,0.000871157,0.000795962,0.000919589,0.000892177,0.000843331,0,0.000931751,0.000908452,0.000792265,0.000876777,0.000824036,0.000911788,0.000828715,0.000786313,0.000835146,0.000838469,0.00085748
K01804,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araA; L-arabinose isomerase,0.000257258,0.000260308,0.000299416,0.000256591,0.000240107,0.000214343,0.000324814,0.000239329,0.000251198,0.000232747,0.000270259,0.000284884,0.000232536,0.000284405,0,0.000257644,0.000259614,0.000344709,0.00031749,0.000260438,0.000201154,0.000264176,0.000269089,0.000269737,0.00034769,0.000379408
K01805,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,xylA; xylose isomerase,0.000127223,4.96E-05,6.9E-05,3.09E-05,4.04E-05,0.000103802,0.000124684,0.000145719,4.3E-05,9.46E-05,8.36E-05,0.000165688,9.8E-05,0.000159418,0,0.00018877,9.91E-05,9.28E-05,0.000142716,0.000119326,9.88E-05,0.000126472,0.000140121,8.72E-05,0.000178639,0.000171099
K01807,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiA; ribose 5-phosphate isomerase A,0.000270961,0.000161064,0.000333284,0.000224744,0.000404848,0.000119322,0.000136798,0.000177601,0.000108343,9.66E-05,0.000292222,0.000189312,0.000139737,0.000200093,0,0.000533628,0.000205036,0.000157129,0.000228112,0.000176636,0.000128659,0.000127785,0.000142175,0.000141562,0.000128468,0.000206011
K01808,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiB; ribose 5-phosphate isomerase B,0.00108446,0.00148867,0.00125247,0.00127562,0.00129683,0.00150594,0.0014175,0.00135379,0.00136263,0.00148299,0.00152605,0.00149323,0.00143054,0.00131659,0,0.000859472,0.00134428,0.00137864,0.00100285,0.00135006,0.00146919,0.00135576,0.00123981,0.00136366,0.00135246,0.00123764
K01809,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manA MPI; mannose-6-phosphate isomerase,0.00057146,0.00046808,0.000568497,0.000411554,0.000451313,0.000458265,0.000548574,0.000481212,0.000516821,0.000379811,0.00052846,0.000575616,0.000501862,0.000533788,0,0.000619016,0.000490243,0.000517601,0.000599898,0.000408484,0.000523788,0.000461224,0.00060805,0.000531954,0.000574717,0.000484542
K01810,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GPI pgi; glucose-6-phosphate isomerase,0.00055256,0.000479667,0.000577543,0.000528229,0.000479253,0.000670531,0.000684612,0.000605424,0.000658308,0.000631305,0.000696614,0.000619338,0.000649694,0.000671013,0,0.000554981,0.000521798,0.000580805,0.000750287,0.000631461,0.000593942,0.00061064,0.000639611,0.000588514,0.000774295,0.000684175
K01812,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxaC; glucuronate isomerase,0.000220275,0.000204826,0.000199585,0.000241759,9.7E-05,0.000241459,0.000313782,0.000234777,0.000262727,0.000222792,0.000236147,0.000288822,0.000231348,0.000296499,0,0.000169985,0.00026621,0.000262006,0.000310884,0.000241793,0.000276467,0.000285108,0.00026576,0.000236723,0.000380296,0.000296228
K01813,Carbohydrate metabolism,Fructose_and_mannose_metabolism,rhaA; L-rhamnose isomerase,0.000187167,0.000105972,0.000112025,0.000117131,0.00013229,0.000186077,0.000191611,0.000188789,0.00026018,0.000123683,0.000115328,0.000251384,0.000174164,0.000218689,0,0.000212369,0.000263137,0.000130131,0.000275114,0.000125801,0.00013534,0.000184566,0.00014382,0.000131565,0.000191706,0.000247527
K01815,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,0.00023977,0.000234282,0.00011258,0.000150761,0.000199237,0.000172452,0.000168831,0.000280906,0.00014718,8.79E-05,0.000120502,0.000143556,0.000190005,0.000214909,0,0.000366942,0.000212235,0.000235925,0.000355472,0.000216538,0.000283127,0.000261152,0.000255862,0.000261243,0.000352196,0.000244673
K01816,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,hyi gip; hydroxypyruvate isomerase,7.45E-05,4.13E-05,3.33E-05,5.21E-05,0.000138263,5.79E-05,1.95E-05,4.78E-05,8.15E-05,6.49E-05,1.58E-05,4.08E-05,3.8E-05,9.39E-05,0,0.000121825,8.88E-05,8.51E-05,0,5.5E-05,4.52E-05,2.05E-05,4.09E-05,5.23E-05,0,6.03E-05
K01818,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucI; L-fucose isomerase,0.000138335,0.000144296,0.000113142,0.000124787,0.000112566,0.000153853,0.000259293,0.000141575,0.000200051,0.000161767,0.000151934,0.000171167,0.000158331,0.000193837,0,0.000108952,0.000202339,0.000146439,0.000246782,0.000160519,0.000131918,0.00014793,0.000163425,8.91E-05,0.000170481,0.000163239
K01819,Carbohydrate metabolism,Galactose_metabolism,E5.3.1.26 lacA lacB; galactose-6-phosphate isomerase,0.000231879,0.000151368,0.000100359,0.000273461,0.000443277,7.51E-05,0.000207388,0.000254288,0.000159739,0.000194831,0.000294907,0.000136916,0.000194065,0.000183234,0,0.000392998,0.000158885,0.000184332,9.99E-05,0.000178827,0.000120725,0.000185527,0.000198198,0.000197111,0.000329373,9.82E-05
K01820,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rhaA; L-rhamnose isomerase / sugar isomerase,6.25E-05,3.86E-05,8.28E-06,3.24E-05,0,2.54E-05,3.66E-05,6.79E-05,2.16E-05,2.56E-05,1.46E-05,9.61E-05,1.88E-05,1.28E-05,0,4.3E-05,7.85E-05,3.61E-05,0,0.000103742,1.94E-05,7.35E-06,8.17E-06,9.59E-05,0,2.56E-05
K01825,Carbohydrate metabolism,Propanoate_metabolism,fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase,8.92E-06,1.02E-05,1.23E-05,6.39E-06,1.26E-05,2.56E-06,7.29E-06,5.41E-06,0,6.79E-06,0,1.21E-05,2.52E-06,7.75E-06,0,2.21E-05,1.39E-05,7.13E-06,0,1.49E-05,2.56E-06,8.86E-06,9.68E-06,2.55E-05,0,5.15E-06
K01834,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PGAM gpmA; 23-bisphosphoglycerate-dependent phosphoglycerate mutase,0.00216323,0.00216943,0.00238104,0.00207164,0.00233512,0.00201413,0.00182963,0.00226604,0.00196795,0.00198767,0.00220575,0.00209918,0.00211815,0.00209615,0,0.00297241,0.00218404,0.00205387,0.0020925,0.00205127,0.00203739,0.00226764,0.00215069,0.00197902,0.00247484,0.00224719
K01835,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pgm; phosphoglucomutase,0.000198035,0.000220373,0.000184766,0.000248422,0.000148917,0.000268397,0.000223603,0.000226718,0.000288889,0.000217835,0.000233475,0.000318967,0.000222358,0.000264297,0,0.000217261,0.000265219,0.000119143,0.000323547,0.000127905,0.000170523,0.000193602,0.000204881,0.000283657,0.000348368,0.000247737
K01838,Carbohydrate metabolism,Starch_and_sucrose_metabolism,pgmB; beta-phosphoglucomutase,0.000223914,0.000240121,0.000251148,0.000384699,0.000170558,0.000177184,0.000160855,0.000262878,0.000166967,0.000195391,0.000256871,0.000285143,0.000182847,0.000232377,0,0.000512451,0.000167501,0.000195277,0.00019591,0.000136402,0.000179513,0.000226325,0.000218058,0.000149261,0.00017269,0.000225328
K01839,Carbohydrate metabolism,Pentose_phosphate_pathway,deoB; phosphopentomutase,0.000400735,0.000429438,0.000498814,0.000479763,0.000461736,0.000426937,0.000367025,0.000345266,0.000448916,0.000404769,0.000509198,0.000414462,0.000332066,0.000312399,0,0.000503628,0.000363332,0.000367353,0.000400684,0.00039007,0.000372329,0.000376305,0.000385222,0.000490528,0.000360489,0.000337284
K01840,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manB; phosphomannomutase,0.000687139,0.000662969,0.000433733,0.000439373,0.000359849,0.000748161,0.000662162,0.000701446,0.000884164,0.000643575,0.000587499,0.000646995,0.000782686,0.00076461,0,0.000479848,0.000774767,0.000676424,0.00106029,0.000670366,0.000713504,0.000668604,0.000700376,0.000601678,0.000941707,0.000795891
K01846,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glmS mutS mamA; methylaspartate mutase sigma subunit,8.66E-05,4.82E-05,5.87E-05,0,0,0.00010316,0.000113265,3.38E-05,7.14E-05,9.02E-05,9.15E-05,2.35E-05,0.000157574,9.01E-05,0,0.000229,2.13E-05,5.45E-06,2.17E-05,4.09E-05,2.81E-05,1.81E-05,2.07E-05,2.91E-05,0,5.62E-05
K01847,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,MUT; methylmalonyl-CoA mutase,0.000222263,0.000109347,0,5.59E-05,1.28E-05,0.00015351,0.000110849,0.00017963,0.000127424,0,1.79E-05,0.000102728,0.000190532,0.00015921,0,0.000376995,0.000145509,0.000140881,0.000337606,0.000131473,0.00017029,0.000192602,0.000124125,5.73E-05,0.000154467,0.000298461
K01848,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2A mcmA1; methylmalonyl-CoA mutase N-terminal domain,5.58E-05,2.3E-05,2.47E-05,2.13E-05,5.89E-05,1.62E-05,1.21E-05,2.61E-05,7.63E-06,6.75E-06,2.3E-05,1.12E-05,9.45E-06,1.27E-05,0,0.000101261,2.52E-05,3.24E-05,3.68E-05,9.95E-06,1.27E-05,4.7E-05,3.94E-06,4.2E-05,4.2E-05,6.81E-06
K01849,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2B mcmA2; methylmalonyl-CoA mutase C-terminal domain,7.18E-05,2.76E-05,0,3.48E-05,0,7.43E-05,9.38E-06,6.47E-05,3.77E-05,0,6.12E-05,3.17E-05,3.91E-05,4.01E-05,0,0,7.23E-05,1.85E-05,0.000115899,5.01E-05,3.37E-05,5.44E-05,3.43E-05,6.87E-05,8.67E-05,8E-05
K01854,Carbohydrate metabolism,Galactose_metabolism,glf; UDP-galactopyranose mutase,0.000550486,0.000697403,0.000600821,0.000500517,0.000493287,0.000499508,0.000643913,0.000549935,0.000494383,0.000523499,0.000723275,0.000591782,0.00048484,0.000550194,0,0.00047559,0.000551411,0.000567362,0.000655998,0.000594,0.000525019,0.000601028,0.000596135,0.000578898,0.00076001,0.00055272
K01858,Carbohydrate metabolism,Inositol_phosphate_metabolism,E5.5.1.4 INO1; myo-inositol-1-phosphate synthase,7.06E-05,5.3E-05,3.63E-05,0,2.48E-05,5.22E-05,5.7E-05,8.9E-05,5.01E-05,2.36E-05,0.000115116,6.34E-05,7.84E-05,7.12E-05,0,0.000111477,6.74E-05,5.47E-05,9.8E-05,7.16E-05,7.54E-05,5.13E-05,5.09E-05,2.33E-05,9.68E-05,0.000106498
K01895,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ACSS acs; acetyl-CoA synthetase,0.000190578,0.000122698,0.00013776,6.03E-05,9.22E-05,0.000191609,0.000275542,0.000180428,0.000224865,0.000152974,5.84E-05,0.000265774,0.000238049,0.000188651,0,0.000173569,0.000274359,0.000129207,0.000209019,8.1E-05,0.000179167,0.000164812,0.000151507,7.93E-05,0.000245102,0.000269778
K01896,Carbohydrate metabolism,Butanoate_metabolism,ACSM; medium-chain acyl-CoA synthetase,0,0,0,0,0,1.2E-05,1.41E-05,0,1.07E-05,8.99E-06,0,0,3.08E-06,6.38E-06,0,0,8.93E-06,0,0,0,0,7.89E-06,4.06E-06,0,0,5.98E-06
K01899,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,LSC1; succinyl-CoA synthetase alpha subunit,0,0,0,0,0,2.7E-06,0,0,0,0,0,0,0,0,0,0,7.85E-06,0,0,0,0,0,0,0,0,0
K01900,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,LSC2; succinyl-CoA synthetase beta subunit,0,0,0,0,0,4E-06,1.19E-05,0,9.38E-06,5.83E-06,0,2.01E-05,0,4.28E-06,0,0,0,0,0,1.24E-05,3.79E-06,0,0,0,0,0
K01902,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sucD; succinyl-CoA synthetase alpha subunit,8.75E-05,8.75E-05,0.000119925,7.97E-05,0.000124496,6.02E-05,5.36E-05,7.19E-05,0.000131255,4.09E-05,8.33E-05,0.000152491,7.32E-05,9.92E-05,0,0.00013861,6.79E-05,0.00011299,0.000108063,6.33E-05,6.84E-05,7.71E-05,6.31E-05,6.16E-05,5.93E-05,0.000171896
K01903,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,sucC; succinyl-CoA synthetase beta subunit,9.17E-05,4.73E-05,6.79E-05,8.36E-05,7.06E-05,7.45E-05,4.01E-05,6.59E-05,7.94E-05,1.86E-05,0.000106453,8.39E-05,5.08E-05,7.05E-05,0,6.24E-05,6.54E-05,0.00010641,8.19E-05,4.02E-05,6.22E-05,7.59E-05,5.43E-05,4.67E-05,3.07E-05,0.000113056
K01905,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E6.2.1.13; acetyl-CoA synthetase (ADP-forming),1.4E-05,1.61E-05,9.61E-06,0,0,2.58E-06,3.71E-06,2.75E-06,2.92E-06,0,0,4.69E-06,0,5.2E-06,0,0,3.53E-06,3.65E-06,0,3.8E-06,2.62E-06,9.21E-06,0,0,0,1.61E-05
K01907,Carbohydrate metabolism,Butanoate_metabolism,AACS acsA; acetoacetyl-CoA synthetase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01908,Carbohydrate metabolism,Propanoate_metabolism,E6.2.1.17 prpE; propionyl-CoA synthetase,9.74E-06,1.18E-05,7.09E-06,0,0,2.94E-06,4.13E-06,0,0,0,0,0,0,0,0,1.3E-05,0,8.26E-06,1.69E-05,4.34E-06,5.9E-06,0,3.69E-06,1.42E-05,0,2.34E-05
K01915,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glnA GLUL; glutamine synthetase,0.000882717,0.001045,0.000956264,0.000964744,0.000715044,0.00117483,0.00131866,0.00101798,0.00121929,0.00110912,0.00120741,0.00122057,0.00122966,0.00115239,0,0.000812065,0.00109976,0.0012151,0.00145438,0.0011125,0.00109653,0.00112271,0.00103195,0.00109261,0.00121848,0.00121134
K01958,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,PC pyc; pyruvate carboxylase,9.34E-05,9.33E-05,5.07E-05,0.000105308,6.43E-05,9.67E-05,0.000111642,8.48E-05,8.31E-05,8.1E-05,5.46E-05,9.85E-05,9.52E-05,0.000131115,0,7.75E-05,0.000100616,0.000134638,0.00010074,5.33E-05,7.27E-05,8.06E-05,7.79E-05,8.4E-05,6.22E-05,0.000115003
K01959,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,pycA; pyruvate carboxylase subunit A,3.38E-05,3.07E-05,2.7E-05,1.86E-05,1.81E-05,3.62E-05,3.24E-05,2.04E-05,2.13E-05,1.45E-05,2.5E-05,8.88E-06,1.88E-05,1.9E-05,0,3.41E-05,1.55E-05,1.61E-05,2.12E-05,1.65E-05,1.79E-05,2.61E-05,1.46E-05,3.83E-05,3.72E-05,3.06E-05
