	ID	CSM5LLGB	CSM6J2H9	CSM79HGR	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5MEAB	ESM5MEB9	ESM5MEC7	ESM5MEDP	ESM5MEE2	ESM5MEEJ	ESM718U9	ESM7F5AE	HSM5MD6S	HSM67VDR	HSM67VDT	HSM6XRQC	HSM6XRTE	HSM7CZ2X	HSM7J4JV	HSMA33J1
708	gi|8708896|gb|AAC17970.2|	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
709	gi|88698232|gb|AAY87162.2|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
710	gi|887851|gb|AAA83082.1|	0.0	0.0	0.0	0.0	4.0	2.0	0.0	4.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
711	gi|8895751|gb|AAF81087.1|AF228498_7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712	gi|895751|emb|CAA90288.1|	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713	gi|89885575|dbj|BAE86926.1|	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714	gi|89950565|gb|ABD80580.1|	0.0	0.0	1.0	2.0	2.0	3.0	1.0	3.0	6.0	1.0	1.0	4.0	0.0	3.0	1.0	6.0	1.0	0.0	3.0	0.0	2.0	3.0
715	gi|89950819|gb|ABD80834.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716	gi|89951878|gb|ABD81893.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
717	gi|89951919|gb|ABD81934.1|	0.0	0.0	5.0	9.0	8.0	4.0	5.0	6.0	12.0	5.0	8.0	7.0	0.0	8.0	4.0	5.0	8.0	1.0	9.0	3.0	2.0	1.0
718	gi|89952279|gb|ABD82294.1|	0.0	0.0	3.0	3.0	6.0	3.0	1.0	2.0	4.0	3.0	4.0	4.0	2.0	3.0	2.0	3.0	4.0	1.0	5.0	2.0	1.0	1.0
719	gi|89952843|gb|ABD82858.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
720	gi|90652738|dbj|BAE92259.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
721	gi|90655076|gb|ABD96085.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
722	gi|912436|dbj|BAA01368.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723	gi|94548779|gb|ABF38825.1|	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724	gi|94554343|gb|ABF44258.1|	0.0	0.0	1.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	0.0	1.0	2.0	1.0	3.0	0.0	3.0	1.0	0.0	1.0
725	gi|94555367|gb|ABF45281.1|	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726	gi|95025684|gb|ABF50843.1|	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727	gi|95025692|gb|ABF50847.1|	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
728	gi|95025881|gb|ABF50864.1|	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729	gi|95025943|gb|ABF50885.1|	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
730	gi|9622923|gb|AAF89979.1|AF206272_5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
731	gi|974180|dbj|BAA09971.1|	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
732	gi|974447|gb|AAC45723.1|	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
733	gi|9798607|dbj|BAB11741.1|	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	0.0	2.0	0.0	1.0	1.0
734	gi|9930101|gb|AAG02023.1|AF160969_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
735	gi|9949106|gb|AAG06393.1|AE004725_6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736	gi|9967515|emb|CAA76421.2|	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0
737	gi|9971087|emb|CAC07184.1|	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	6.0	1.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0
738	gi|9996703|emb|CAC07463.1|	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
